ensembl_id,gene_age,gene_Interval
YDR378C,656,590-723
YDR379W,1021,987-1055
YDR379C-A,1021,987-1055
YDR380W,1021,987-1055
YDR381W,1021,987-1055
YDR381C-A,1021,987-1055
YDR382W,1080,1055-1105
YDR383C,1080,1055-1105
YDR384C,163,114-212
YDR385W,656,590-723
YDR386W,656,590-723
YDR387C,163,114-212
YDR388W,1488,1480-1496
YDR389W,1021,987-1055
YDR390C,>4290,>4290
YDR391C,163,114-212
YDR392W,163,114-212
YDR393W,163,114-212
YDR394W,656,590-723
YDR395W,447,304-590
YDR397C,447,304-590
YDR398W,447,304-590
YDR399W,1021,987-1055
YDR400W,1021,987-1055
YDR402C,1021,987-1055
YDR403W,1021,987-1055
YBR126C,1021,987-1055
YBR127C,656,590-723
YBR128C,656,590-723
YBR129C,656,590-723
YBR130C,656,590-723
YBR131W,656,590-723
YBR132C,656,590-723
YBR133C,656,590-723
YBR135W,656,590-723
YBR136W,447,304-590
YBR137W,447,304-590
YBR138C,447,304-590
YBR139W,1021,987-1055
YBR140C,656,590-723
YBR141C,656,590-723
YBR142W,1714,1660-1768
YBR143C,1714,1660-1768
YBR145W,34,0-69
YBR146W,34,0-69
YBR147W,447,304-590
YBR149W,447,304-590
YBR150C,447,304-590
YBR151W,447,304-590
YBR152W,447,304-590
YBR153W,447,304-590
YBR154C,447,304-590
YBR155W,447,304-590
YBR156C,447,304-590
YBR157C,447,304-590
YBR158W,447,304-590
YBR159W,447,304-590
YBR160W,>4290,>4290
YBR161W,656,590-723
YBR162C,656,590-723
YBR162W-A,656,590-723
YBR163W,656,590-723
YBR164C,>4290,>4290
YBR165W,>4290,>4290
YBR166C,>4290,>4290
YBR167C,>4290,>4290
YBR168W,>4290,>4290
YBR169C,95,93-97
YBR170C,95,93-97
YBR171W,95,93-97
YBR172C,80,69-92
YBR173C,80,69-92
YBR175W,>4290,>4290
YBR176W,>4290,>4290
YBR177C,>4290,>4290
YBR179C,>4290,>4290
YBR180W,163,114-212
YBR181C,656,590-723
YBR182C,1488,1480-1496
YBR183W,656,590-723
YBR185C,656,590-723
YBR186W,656,590-723
YBR187W,656,590-723
YBR189W,>4290,>4290
YBR191W,>4290,>4290
YBR192W,902,817-987
YBR193C,902,817-987
YBR194W,902,817-987
YBR195C,1488,1480-1496
YBR196C,1488,1480-1496
YBR197C,1488,1480-1496
YBR198C,656,590-723
YBR199W,447,304-590
YBR200W,447,304-590
YBR201W,447,304-590
YBR202W,>4290,>4290
YBR203W,>4290,>4290
YBR204C,>4290,>4290
YBR205W,656,590-723
YBR207W,447,304-590
YBR208C,447,304-590
YBR210W,95,93-97
YBR211C,95,93-97
YBR212W,1080,1055-1105
YBR213W,1080,1055-1105
YBR214W,1080,1055-1105
YBR215W,1080,1055-1105
YBR216C,447,304-590
YBR217W,447,304-590
YBR218C,770,723-817
YBR219C,656,590-723
YBR220C,656,590-723
YBR221C,656,590-723
YBR222C,656,590-723
YBR223C,656,590-723
YBR225W,656,590-723
YBR227C,656,590-723
YBR228W,656,590-723
YBR229C,656,590-723
YBR230C,656,590-723
YBR231C,656,590-723
YBR233W,656,590-723
YBR233W-A,656,590-723
YBR234C,656,590-723
YBR235W,656,590-723
YBR236C,656,590-723
YOR027W,1488,1480-1496
YOR028C,92,92-93
YOR030W,92,92-93
YOR032C,92,92-93
YOR033C,>4290,>4290
YOR034C,1488,1480-1496
YOR035C,1488,1480-1496
YOR036W,656,590-723
YOR037W,656,590-723
YOR038C,656,590-723
YOR039W,1488,1480-1496
YOR040W,656,590-723
YOR042W,656,590-723
YOR043W,656,590-723
YOR045W,656,590-723
YOR046C,656,590-723
YOR047C,447,304-590
YOR048C,656,590-723
YOR049C,656,590-723
YOR051C,656,590-723
YOR052C,656,590-723
YOR054C,656,590-723
YOR056C,656,590-723
YOR057W,656,590-723
YOR058C,656,590-723
YOR059C,656,590-723
YOR060C,656,590-723
YOR061W,447,304-590
YOR062C,34,0-69
YOR063W,34,0-69
YOR064C,34,0-69
YOR065W,34,0-69
YOR066W,34,0-69
YOR067C,656,590-723
YOR069W,163,114-212
YOR070C,1714,1660-1768
YOR071C,656,590-723
YOR072W-B,34,0-69
YOL013W-A,34,0-69
YOR073W,34,0-69
YOR074C,34,0-69
YOR075W,34,0-69
YOR077W,34,0-69
YOR078W,34,0-69
YOR079C,34,0-69
YOR080W,34,0-69
YOR081C,1080,1055-1105
YOR083W,1080,1055-1105
YOR084W,1080,1055-1105
YOR085W,1488,1480-1496
YOR086C,1488,1480-1496
YOR087W,1488,1480-1496
YOR089C,1488,1480-1496
YOR090C,1488,1480-1496
YOR091W,1488,1480-1496
YOR092W,656,590-723
YOR093C,656,590-723
YOR094W,1021,987-1055
YOR095C,1021,987-1055
YOR096W,656,590-723
YOR097C,656,590-723
YOR098C,656,590-723
YOR099W,656,590-723
YOR100C,770,723-817
YOR101W,1021,987-1055
YOR103C,1021,987-1055
YOR104W,1021,987-1055
YOR106W,656,590-723
YOR107W,656,590-723
YOR108W,656,590-723
YOR109W,1488,1480-1496
YOR110W,1080,1055-1105
YOR111W,1080,1055-1105
YOR112W,1080,1055-1105
YOR113W,1021,987-1055
YOR114W,1021,987-1055
YOR115C,1021,987-1055
YOR116C,>4290,>4290
YOR117W,>4290,>4290
YOR118W,>4290,>4290
YOR119C,>4290,>4290
YOR120W,770,723-817
YOR122C,770,723-817
YOR123C,770,723-817
YOR124C,770,723-817
YOR125C,770,723-817
YOR126C,770,723-817
YOR127W,1021,987-1055
YOR128C,1021,987-1055
YOR129C,1021,987-1055
YOR130C,1021,987-1055
YOR131C,1021,987-1055
YOR132W,1021,987-1055
YOR133W,656,590-723
YOR134W,34,0-69
YOR136W,163,114-212
YOR137C,80,69-92
YOR138C,80,69-92
YOR140W,656,590-723
YOR141C,656,590-723
YNR051C,656,590-723
YNR052C,656,590-723
YNR053C,>4290,>4290
YNR054C,>4290,>4290
YNR055C,>4290,>4290
YNR056C,>4290,>4290
YNR057C,>4290,>4290
YNR058W,>4290,>4290
YNR059W,34,0-69
YNR060W,34,0-69
YNR062C,34,0-69
YNR063W,34,0-69
YNR064C,34,0-69
YNR065C,1488,1480-1496
YNR066C,34,0-69
YNR067C,34,0-69
YNR068C,34,0-69
YNR069C,34,0-69
YNR070W,258,212-304
YNR071C,34,0-69
YNR072W,34,0-69
YNR073C,34,0-69
YNR074C,34,0-69
YNR075W,34,0-69
YNR075C-A,34,0-69
YNR076W,80,69-92
YNR077C,34,0-69
YOL166W-A,34,0-69
YOL165C,34,0-69
YOL164W,34,0-69
YOL163W,34,0-69
YOL162W,34,0-69
YOL161C,80,69-92
YOL158C,34,0-69
YOL157C,34,0-69
YOL156W,447,304-590
YOL155C,34,0-69
YOL154W,34,0-69
YOL152W,34,0-69
YOL151W,447,304-590
YOL149W,447,304-590
YOL148C,447,304-590
YOL147C,447,304-590
YOL146W,447,304-590
YOL145C,447,304-590
YOL144W,447,304-590
YOL143C,447,304-590
YOL142W,447,304-590
YOL141W,1292,1105-1480
YOL140W,1488,1480-1496
YOL139C,1488,1480-1496
YOL138C,1488,1480-1496
YOL137W,1488,1480-1496
YOL136C,1488,1480-1496
YOL135C,1488,1480-1496
YOL133W,1080,1055-1105
YOL132W,1080,1055-1105
YOL030W,656,590-723
YOL130W,656,590-723
YOL129W,656,590-723
YOL128C,34,0-69
YOL127W,34,0-69
YOL126C,163,114-212
YOL125W,163,114-212
YOL124C,163,114-212
YOL123W,1021,987-1055
YOL122C,656,590-723
YOL121C,656,590-723
YOL120C,656,590-723
YOL119C,656,590-723
YOL117W,656,590-723
YOL116W,163,114-212
YOL115W,1488,1480-1496
YOL114C,1488,1480-1496
YOL113W,34,0-69
YOL112W,656,590-723
YOL111C,656,590-723
YOL110W,656,590-723
YOL108C,656,590-723
YOL107W,656,590-723
YOL106W,34,0-69
YOL105C,447,304-590
YOL104C,447,304-590
YOL103W,770,723-817
YOL102C,770,723-817
YOL101C,770,723-817
YOL100W,770,723-817
YOL098C,>4290,>4290
YOL097C,>4290,>4290
YOL096C,>4290,>4290
YOL095C,447,304-590
YOL094C,656,590-723
YOL093W,656,590-723
YOL092W,447,304-590
YOL090W,>4290,>4290
YOL089C,447,304-590
YOL088C,447,304-590
YOL087C,447,304-590
YOL086W-A,447,304-590
YOL086C,770,723-817
YCR097W,770,723-817
YCR097W-A,34,0-69
YCR098C,34,0-69
YCR100C,34,0-69
YCR101C,34,0-69
YCR102C,656,590-723
YCR104W,80,69-92
YCR105W,656,590-723
YCR106W,95,93-97
YCR107W,34,0-69
YDL248W,34,0-69
YDL247W,34,0-69
YDL246C,34,0-69
YDL245C,34,0-69
YDL244W,1021,987-1055
YDL243C,34,0-69
YDL240W,34,0-69
YDL239C,163,114-212
YDL238C,163,114-212
YDL237W,163,114-212
YDL236W,163,114-212
YDL235C,163,114-212
YDL234C,1488,1480-1496
YDL233W,1488,1480-1496
YDL232W,1488,1480-1496
YDL231C,163,114-212
YDL230W,770,723-817
YDL229W,>4290,>4290
YDL228C,34,0-69
YDL227C,34,0-69
YDL226C,1080,1055-1105
YDL225W,163,114-212
YDL224C,1021,987-1055
YDL223C,163,114-212
YDL220C,163,114-212
YDL222C,656,590-723
YDL219W,656,590-723
YDL218W,656,590-723
YDL217C,656,590-723
YDL216C,1714,1660-1768
YDL215C,1714,1660-1768
YDL214C,902,817-987
YDL025C,902,817-987
YDL213C,902,817-987
YDL212W,902,817-987
YDL211C,92,92-93
YDL210W,92,92-93
YDL209C,92,92-93
YDL208W,>4290,>4290
YDL207W,>4290,>4290
YDL206W,1292,1105-1480
YDL205C,1292,1105-1480
YDL204W,656,590-723
YDL203C,656,590-723
YDL202W,656,590-723
YDL201W,656,590-723
YDL200C,656,590-723
YDL199C,656,590-723
YDL198C,656,590-723
YDL195W,656,590-723
YDL194W,770,723-817
YDL138W,770,723-817
YDL193W,770,723-817
YDL192W,1488,1480-1496
YDL137W,1488,1480-1496
YDL191W,>4290,>4290
YDL136W,>4290,>4290
YDL190C,>4290,>4290
YDL189W,>4290,>4290
YDL188C,656,590-723
YDL134C,656,590-723
YDL186W,656,590-723
YDL185W,>4290,>4290
YDL184C,80,69-92
YDL133C-A,80,69-92
YDL183C,80,69-92
YDL182W,1021,987-1055
YDL131W,1021,987-1055
YDL181W,656,590-723
YDL130W-A,656,590-723
YDL180W,656,590-723
YDL179W,902,817-987
YDL127W,902,817-987
YDL178W,656,590-723
YDL177C,163,114-212
YDL176W,163,114-212
YDL175C,770,723-817
YDL174C,770,723-817
YDL171C,770,723-817
YDL170W,770,723-817
YDL169C,770,723-817
YDL168W,770,723-817
YDL167C,770,723-817
YDL166C,770,723-817
YDL165W,770,723-817
YDL164C,770,723-817
YDL161W,656,590-723
YDL160C-A,656,590-723
YDL160C,>4290,>4290
YDL084W,>4290,>4290
YDL159W,1080,1055-1105
YDL157C,1080,1055-1105
YDL156W,1080,1055-1105
YDL155W,770,723-817
YDL154W,163,114-212
YDL153C,163,114-212
YDL150W,163,114-212
YDL149W,163,114-212
YDL148C,163,114-212
YDL147W,163,114-212
YDL146W,163,114-212
YDL145C,>4290,>4290
YDL144C,>4290,>4290
YDL143W,>4290,>4290
YDL142C,>4290,>4290
YDL141W,>4290,>4290
YDL140C,>4290,>4290
YDL139C,>4290,>4290
YDL135C,>4290,>4290
YDL133W,>4290,>4290
YDL132W,1488,1480-1496
YDL130W,447,304-590
YDL081C,1488,1480-1496
YDL129W,1488,1480-1496
YDL128W,1488,1480-1496
YDL126C,1080,1055-1105
YDL125C,1080,1055-1105
YDL124W,1080,1055-1105
YDL123W,656,590-723
YDL122W,1714,1660-1768
YDL121C,1714,1660-1768
YDL120W,1714,1660-1768
YDL119C,1080,1055-1105
YDL117W,1080,1055-1105
YDL116W,1080,1055-1105
YDL115C,1080,1055-1105
YDL114W,1080,1055-1105
YDL113C,656,590-723
YDL112W,656,590-723
YDL111C,656,590-723
YDL110C,656,590-723
YDL109C,656,590-723
YDL108W,656,590-723
YDL107W,656,590-723
YDL106C,656,590-723
YDL105W,656,590-723
YDL104C,1488,1480-1496
YDL103C,1488,1480-1496
YDL102W,>4290,>4290
YDL101C,656,590-723
YDL100C,656,590-723
YDL099W,656,590-723
YDL098C,656,590-723
YDL097C,656,590-723
YDL095W,1021,987-1055
YDL093W,1021,987-1055
YDL092W,1021,987-1055
YDL091C,656,590-723
YDL090C,>4290,>4290
YDL089W,>4290,>4290
YDL088C,656,590-723
YDL087C,656,590-723
YDL086W,656,590-723
YDL085C-A,656,590-723
YDL085W,656,590-723
YDL083C,656,590-723
YDL082W,656,590-723
YDL080C,656,590-723
YDL079C,1714,1660-1768
YDL078C,163,114-212
YDL077C,163,114-212
YDL076C,163,114-212
YDL075W,656,590-723
YDL074C,656,590-723
YDL073W,656,590-723
YDL072C,1488,1480-1496
YDL070W,34,0-69
YDL067C,34,0-69
YDL066W,656,590-723
YDL065C,656,590-723
YDL064W,>4290,>4290
YDL063C,>4290,>4290
YDL061C,1488,1480-1496
YDL060W,>4290,>4290
YDL059C,>4290,>4290
YDL058W,>4290,>4290
YDL057W,>4290,>4290
YDL056W,656,590-723
YDL055C,656,590-723
YDL054C,1488,1480-1496
YDL053C,1488,1480-1496
YDL052C,1488,1480-1496
YDL051W,1488,1480-1496
YDL049C,656,590-723
YDL048C,447,304-590
YDL047W,447,304-590
YDL046W,447,304-590
YDL045W-A,447,304-590
YDL045C,447,304-590
YDL044C,447,304-590
YPL096W,447,304-590
YPL095C,34,0-69
YPL094C,34,0-69
YPL093W,34,0-69
YPL092W,34,0-69
YPL091W,656,590-723
YPL017C,34,0-69
YPL090C,656,590-723
YPL089C,1488,1480-1496
YPL088W,1488,1480-1496
YPL087W,656,590-723
YPL086C,656,590-723
YPL085W,656,590-723
YPL084W,1488,1480-1496
YPL083C,1488,1480-1496
YPL082C,1488,1480-1496
YPL081W,>4290,>4290
YPL079W,>4290,>4290
YPL078C,>4290,>4290
YPL077C,>4290,>4290
YPL076W,>4290,>4290
YPL075W,>4290,>4290
YPL074W,163,114-212
YPL072W,656,590-723
YPL071C,656,590-723
YPL070W,656,590-723
YPL069C,656,590-723
YPL068C,656,590-723
YPL067C,656,590-723
YPL066W,656,590-723
YPL065W,656,590-723
YPL064C,656,590-723
YPL063W,656,590-723
YPL061W,163,114-212
YPL060W,656,590-723
YPL059W,656,590-723
YPL058C,656,590-723
YPL057C,656,590-723
YPL055C,656,590-723
YPL054W,656,590-723
YPL053C,656,590-723
YPL052W,656,590-723
YPL051W,656,590-723
YPL050C,656,590-723
YPL049C,656,590-723
YPL048W,656,590-723
YPL047W,656,590-723
YPL046C,656,590-723
YPL045W,656,590-723
YPL043W,1714,1660-1768
YPL042C,1021,987-1055
YPL041C,1021,987-1055
YPL040C,1488,1480-1496
YPL039W,1488,1480-1496
YPL038W,447,304-590
YPL037C,656,590-723
YPL036W,656,590-723
YPL034W,656,590-723
YPL033C,656,590-723
YPL032C,656,590-723
YPL031C,163,114-212
YPL030W,163,114-212
YPL029W,163,114-212
YPL028W,163,114-212
YPL026C,1021,987-1055
YPL024W,1021,987-1055
YPL023C,902,817-987
YPL022W,902,817-987
YPL021W,34,0-69
YCR018C,34,0-69
YPL020C,34,0-69
YPL019C,34,0-69
YPL018W,34,0-69
YPL016W,34,0-69
YPL015C,>4290,>4290
YPL014W,>4290,>4290
YPL013C,>4290,>4290
YPL012W,>4290,>4290
YPL011C,>4290,>4290
YPL010W,>4290,>4290
YPL009C,>4290,>4290
YPL008W,>4290,>4290
YPL007C,>4290,>4290
YPL006W,>4290,>4290
YPL005W,>4290,>4290
YPL004C,656,590-723
YPL003W,656,590-723
YPL002C,656,590-723
YPL001W,656,590-723
YPR001W,656,590-723
YPR002W,656,590-723
YPR002C-A,34,0-69
YPR003C,34,0-69
YPR004C,34,0-69
YPR006C,163,114-212
YPR007C,163,114-212
YPR008W,1021,987-1055
YPR009W,447,304-590
YPR010C,770,723-817
YPR010C-A,770,723-817
YCL024W,1488,1480-1496
YCL018W,1488,1480-1496
YCL017C,1488,1480-1496
YCL016C,1488,1480-1496
YCL014W,1488,1480-1496
YCL012C,1488,1480-1496
YCL011C,1080,1055-1105
YCL010C,1080,1055-1105
YCL009C,1080,1055-1105
YCL008C,1080,1055-1105
YCL005W-A,1080,1055-1105
YCL005W,1080,1055-1105
YCL004W,1080,1055-1105
YCL002C,1080,1055-1105
YCL001W,1080,1055-1105
YCR002C,770,723-817
YCR003W,770,723-817
YCR004C,1080,1055-1105
YCR005C,770,723-817
YCR007C,92,92-93
YCR008W,105,97-114
YCR009C,1488,1480-1496
YCR010C,447,304-590
YCR011C,1488,1480-1496
YCR012W,1488,1480-1496
YCR013C,1488,1480-1496
YCR014C,1488,1480-1496
YCR015C,1488,1480-1496
YCR016W,1488,1480-1496
YCR017C,1488,1480-1496
YCR019W,1488,1480-1496
YCR020C,1488,1480-1496
YCR020C-A,1488,1480-1496
YCR020W-B,1488,1480-1496
YCR021C,105,97-114
YCR023C,105,97-114
YCR024C,1488,1480-1496
YCR024C-A,105,97-114
YCR026C,1488,1480-1496
YCR027C,1021,987-1055
YCR028C,447,304-590
YCR028C-A,447,304-590
YCR030C,447,304-590
YCR031C,447,304-590
YCR032W,447,304-590
YCR033W,447,304-590
YCR034W,1488,1480-1496
YCR035C,1488,1480-1496
YCR036W,1488,1480-1496
YCR037C,1292,1105-1480
YCR038C,1080,1055-1105
YCR039C,258,212-304
YCR040W,163,114-212
YCR041W,34,0-69
YCL065W,34,0-69
YCR042C,34,0-69
YCR043C,34,0-69
YCR044C,34,0-69
YCR045C,34,0-69
YCR046C,34,0-69
YCR047C,34,0-69
YCR048W,656,590-723
YCR051W,656,590-723
YCR052W,1488,1480-1496
YCR053W,1488,1480-1496
YCR054C,1488,1480-1496
YCR057C,>4290,>4290
YCR059C,656,590-723
YCR060W,656,590-723
YCR061W,770,723-817
YCR063W,770,723-817
YCR065W,1292,1105-1480
YCR066W,1292,1105-1480
YCR067C,447,304-590
YCR068W,447,304-590
YCR069W,447,304-590
YCR071C,447,304-590
YCR072C,447,304-590
YCR073C,34,0-69
YCR073W-A,656,590-723
YCR075C,656,590-723
YCR075W-A,656,590-723
YCR076C,656,590-723
YCR077C,656,590-723
YCR079W,656,590-723
YCR081W,656,590-723
YCR082W,656,590-723
YCR083W,1292,1105-1480
YCR084C,447,304-590
YCR086W,447,304-590
YCR087C-A,447,304-590
YCR088W,447,304-590
YCR089W,447,304-590
YCR090C,447,304-590
YCR091W,656,590-723
YCR092C,1488,1480-1496
YCR093W,1488,1480-1496
YCR094W,770,723-817
YCR095C,770,723-817
YCR096C,258,212-304
YHR148W,258,212-304
YHR149C,163,114-212
YHR150W,656,590-723
YHR151C,656,590-723
YHR154W,656,590-723
YHR155W,656,590-723
YHR156C,656,590-723
YHR158C,902,817-987
YHR159W,902,817-987
YHR161C,1488,1480-1496
YHR162W,1292,1105-1480
YHR163W,>4290,>4290
YHR164C,1488,1480-1496
YHR165C,1488,1480-1496
YHR166C,1714,1660-1768
YHR167W,1714,1660-1768
YHR168W,1714,1660-1768
YHR169W,>4290,>4290
YHR170W,>4290,>4290
YHR171W,>4290,>4290
YHR172W,>4290,>4290
YHR174W,656,590-723
YHR175W,656,590-723
YHR176W,656,590-723
YHR177W,163,114-212
YHR178W,163,114-212
YHR179W,447,304-590
YHR181W,447,304-590
YHR182W,447,304-590
YHR182C-A,447,304-590
YHR183W,770,723-817
YHR184W,770,723-817
YHR185C,770,723-817
YHR186C,770,723-817
YHR187W,770,723-817
YHR188C,770,723-817
YHR189W,770,723-817
YHR190W,770,723-817
YHR191C,770,723-817
YHR192W,770,723-817
YHR193C,770,723-817
YHR194W,656,590-723
YHR195W,656,590-723
YHR196W,656,590-723
YHR197W,656,590-723
YHR198C,1080,1055-1105
YHR199C,1080,1055-1105
YHR200W,1080,1055-1105
YHR201C,1080,1055-1105
YHR202W,1080,1055-1105
YHR203C,656,590-723
YHR204W,656,590-723
YHR205W,1488,1480-1496
YHR206W,1021,987-1055
YHR207C,1021,987-1055
YHR208W,656,590-723
YHR209W,92,92-93
YHR210C,34,0-69
YHR211W,92,92-93
YHR212C,34,0-69
YAR060C,34,0-69
YHR212W-A,92,92-93
YHR213W,92,92-93
YHR213W-B,34,0-69
YAR064W,34,0-69
YHR214W,34,0-69
YAR066W,34,0-69
YHR214W-A,34,0-69
YAR068W,34,0-69
YHR214C-D,34,0-69
YAR069C,34,0-69
YHR214C-E,34,0-69
YAR070C,34,0-69
YHR215W,34,0-69
YHR216W,447,304-590
YHR217C,34,0-69
YHR218W,92,92-93
YHR218W-A,92,92-93
YHR219W,92,92-93
YHR219C-A,34,0-69
YIL177C,92,92-93
YIL177W-A,34,0-69
YIL176C,80,69-92
YIL173W,1488,1480-1496
YIL172C,34,0-69
YIL171W-A,34,0-69
YIL169C,34,0-69
YIL166C,34,0-69
YIL164C,34,0-69
YIL162W,34,0-69
YIL161W,34,0-69
YIL160C,34,0-69
YIL159W,447,304-590
YIL158W,92,92-93
YIL157C,92,92-93
YIL156W-B,92,92-93
YIL156W,447,304-590
YIL155C,447,304-590
YIL154C,447,304-590
YIL153W,1714,1660-1768
YDR074W,1080,1055-1105
YDR075W,163,114-212
YDR076W,163,114-212
YDR077W,447,304-590
YDR078C,447,304-590
YDR079W,447,304-590
YDR079C-A,447,304-590
YDR080W,447,304-590
YDR081C,447,304-590
YDR082W,447,304-590
YDR083W,447,304-590
YDR084C,447,304-590
YDR085C,95,93-97
YDR086C,95,93-97
YDR087C,95,93-97
YDR088C,95,93-97
YDR089W,95,93-97
YDR090C,95,93-97
YDR091C,95,93-97
YDR092W,1714,1660-1768
YDR093W,902,817-987
YDR096W,1080,1055-1105
YDR097C,1021,987-1055
YDR098C,1714,1660-1768
YDR099W,1488,1480-1496
YDR100W,1488,1480-1496
YDR101C,1488,1480-1496
YDR103W,1488,1480-1496
YDR104C,1488,1480-1496
YDR105C,1488,1480-1496
YDR106W,1488,1480-1496
YDR107C,1488,1480-1496
YDR108W,1488,1480-1496
YDR109C,656,590-723
YDR110W,656,590-723
YDR111C,656,590-723
YDR113C,656,590-723
YDR115W,656,590-723
YDR116C,656,590-723
YDR117C,656,590-723
YDR118W,656,590-723
YDR119W,656,590-723
YDR119W-A,656,590-723
YDR120C,656,590-723
YDR121W,656,590-723
YDR122W,1292,1105-1480
YDR123C,1292,1105-1480
YDR124W,1292,1105-1480
YDR125C,447,304-590
YDR126W,447,304-590
YDR127W,447,304-590
YDR128W,447,304-590
YDR129C,447,304-590
YDR130C,447,304-590
YDR131C,163,114-212
YDR132C,656,590-723
YDR135C,163,114-212
YDR137W,163,114-212
YDR138W,163,114-212
YDR139C,1714,1660-1768
YDR140W,1714,1660-1768
YDR141C,1714,1660-1768
YDR142C,1714,1660-1768
YDR143C,1714,1660-1768
YDR144C,447,304-590
YDR145W,447,304-590
YDR146C,1080,1055-1105
YDR147W,1080,1055-1105
YDR148C,656,590-723
YDR150W,656,590-723
YDR151C,1488,1480-1496
YDR152W,1488,1480-1496
YDR153C,1488,1480-1496
YDR155C,1488,1480-1496
YDR156W,1488,1480-1496
YDR158W,1488,1480-1496
YDR159W,1488,1480-1496
YDR160W,1488,1480-1496
YDR161W,1488,1480-1496
YDR162C,1488,1480-1496
YDR163W,1488,1480-1496
YDR164C,1488,1480-1496
YDR165W,1488,1480-1496
YDR166C,1488,1480-1496
YDR167W,1488,1480-1496
YDR168W,1488,1480-1496
YDR169C,1488,1480-1496
YDR170C,1488,1480-1496
YDR171W,163,114-212
YDR172W,1488,1480-1496
YDR173C,1488,1480-1496
YDR174W,1488,1480-1496
YDR175C,1488,1480-1496
YDR176W,1488,1480-1496
YDR177W,1292,1105-1480
YDR178W,656,590-723
YDR179C,656,590-723
YDR179W-A,656,590-723
YDR180W,656,590-723
YDR181C,656,590-723
YDL043C,656,590-723
YDL042C,1488,1480-1496
YDL040C,1488,1480-1496
YDL039C,34,0-69
YDL037C,34,0-69
YDL036C,>4290,>4290
YDL035C,>4290,>4290
YDL033C,>4290,>4290
YDL031W,>4290,>4290
YDL030W,>4290,>4290
YDL029W,656,590-723
YDL028C,656,590-723
YDL027C,656,590-723
YDL024C,34,0-69
YDL022W,656,590-723
YDL021W,447,304-590
YDL020C,447,304-590
YDL019C,1488,1480-1496
YDL018C,1292,1105-1480
YDL017W,1488,1480-1496
YDL015C,1488,1480-1496
YDL014W,1488,1480-1496
YDL013W,1488,1480-1496
YDL012C,34,0-69
YDL010W,447,304-590
YDL008W,1488,1480-1496
YDL007W,>4290,>4290
YDL006W,>4290,>4290
YDL005C,>4290,>4290
YDL004W,>4290,>4290
YDL003W,>4290,>4290
YDL002C,>4290,>4290
YDL001W,1080,1055-1105
YDR001C,1488,1480-1496
YDR002W,1488,1480-1496
YDR003W,447,304-590
YDR004W,1488,1480-1496
YDR005C,1488,1480-1496
YDR006C,1488,1480-1496
YDR007W,1080,1055-1105
YDR009W,1021,987-1055
YDR011W,258,212-304
YDR012W,656,590-723
YDR013W,656,590-723
YDR014W,656,590-723
YDR016C,656,590-723
YDR017C,656,590-723
YDR018C,656,590-723
YDR019C,656,590-723
YDR020C,656,590-723
YDR021W,656,590-723
YDR022C,656,590-723
YDR023W,656,590-723
YDR025W,656,590-723
YDR026C,902,817-987
YDR027C,902,817-987
YDR028C,902,817-987
YDR030C,902,817-987
YDR031W,902,817-987
YDR032C,1080,1055-1105
YDR033W,105,97-114
YDR034C,105,97-114
YDR034C-A,34,0-69
YCR018C-A,34,0-69
YDR035W,656,590-723
YDR036C,656,590-723
YDR037W,>4290,>4290
YDR038C,34,0-69
YDR039C,34,0-69
YDR040C,34,0-69
