ensembl_id,gene_age,gene_Interval
ENSG00000123353,645,615-676
ENSG00000135473,645,615-676
ENSG00000170027,645,615-676
ENSG00000106211,886,824-948
ENSG00000177679,886,824-948
ENSG00000164181,810,797-824
ENSG00000049167,1488,1480-1496
ENSG00000164182,1488,1480-1496
ENSG00000130449,544,473-615
ENSG00000154330,645,615-676
ENSG00000215126,544,473-615
ENSG00000147996,544,473-615
ENSG00000196873,544,473-615
ENSG00000107099,680,676-684
ENSG00000148120,950,948-952
ENSG00000158169,950,948-952
ENSG00000185920,1488,1480-1496
ENSG00000182150,544,473-615
ENSG00000130948,544,473-615
ENSG00000086200,1714,1660-1768
ENSG00000164197,680,676-684
ENSG00000186479,645,615-676
ENSG00000112936,454,435-473
ENSG00000182836,950,948-952
ENSG00000083720,1064,1023-1105
ENSG00000198754,8,7-9
ENSG00000205765,8,7-9
ENSG00000151876,8,7-9
ENSG00000112964,645,615-676
ENSG00000131724,645,615-676
ENSG00000160712,454,435-473
ENSG00000104998,645,615-676
ENSG00000145623,454,435-473
ENSG00000096996,332,312-352
ENSG00000137070,645,615-676
ENSG00000258728,645,615-676
ENSG00000162594,454,435-473
ENSG00000185291,78,74-82
ENSG00000205755,36,29-43
ENSG00000147168,645,615-676
ENSG00000285171,645,615-676
ENSG00000250722,645,615-676
ENSG00000172262,645,615-676
ENSG00000130222,645,615-676
ENSG00000184349,886,824-948
ENSG00000145743,1488,1480-1496
ENSG00000158122,1488,1480-1496
ENSG00000130956,950,948-952
ENSG00000165244,950,948-952
ENSG00000285269,1292,1105-1480
ENSG00000130958,1292,1105-1480
ENSG00000101405,645,615-676
ENSG00000101200,645,615-676
ENSG00000185019,645,615-676
ENSG00000088899,680,676-684
ENSG00000115593,>4290,>4290
ENSG00000163586,950,948-952
ENSG00000178175,645,615-676
ENSG00000113048,645,615-676
ENSG00000133874,680,676-684
ENSG00000106733,544,473-615
ENSG00000134996,544,473-615
ENSG00000089022,680,676-684
ENSG00000204842,645,615-676
ENSG00000111252,810,797-824
ENSG00000184838,645,615-676
ENSG00000133835,1064,1023-1105
ENSG00000172869,1714,1660-1768
ENSG00000092421,987,952-1023
ENSG00000145781,987,952-1023
ENSG00000177879,1714,1660-1768
ENSG00000129596,1714,1660-1768
ENSG00000148019,1714,1660-1768
ENSG00000152582,1714,1660-1768
ENSG00000241360,454,435-473
ENSG00000134056,454,435-473
ENSG00000132840,950,948-952
ENSG00000145692,950,948-952
ENSG00000166147,1064,1023-1105
ENSG00000185634,950,948-952
ENSG00000138593,1064,1023-1105
ENSG00000166200,1714,1660-1768
ENSG00000140285,680,676-684
ENSG00000104047,>4290,>4290
ENSG00000171763,544,473-615
ENSG00000166920,645,615-676
ENSG00000104154,645,615-676
ENSG00000104164,645,615-676
ENSG00000077009,645,615-676
ENSG00000168701,645,615-676
ENSG00000137764,1714,1660-1768
ENSG00000188779,645,615-676
ENSG00000172336,645,615-676
ENSG00000130427,645,615-676
ENSG00000176125,645,615-676
ENSG00000146830,680,676-684
ENSG00000141499,680,676-684
ENSG00000108947,168,159-177
ENSG00000183914,987,952-1023
ENSG00000196116,645,615-676
ENSG00000179715,454,435-473
ENSG00000132635,454,435-473
ENSG00000134533,645,615-676
ENSG00000185666,544,473-615
ENSG00000100234,950,948-952
ENSG00000059378,645,615-676
ENSG00000139083,645,615-676
ENSG00000163377,645,615-676
ENSG00000118596,950,948-952
ENSG00000139263,987,952-1023
ENSG00000166896,987,952-1023
ENSG00000005175,645,615-676
ENSG00000185386,544,473-615
ENSG00000120805,>4290,>4290
ENSG00000120800,>4290,>4290
ENSG00000256870,950,948-952
ENSG00000172840,987,952-1023
ENSG00000151474,987,952-1023
ENSG00000106344,987,952-1023
ENSG00000170381,987,952-1023
ENSG00000075213,987,952-1023
ENSG00000153993,987,952-1023
ENSG00000198822,987,952-1023
ENSG00000004961,987,952-1023
ENSG00000122707,987,952-1023
ENSG00000106799,680,676-684
ENSG00000099260,645,615-676
ENSG00000136002,18,16-20
ENSG00000170791,18,16-20
ENSG00000181690,544,473-615
ENSG00000172680,987,952-1023
ENSG00000157214,544,473-615
ENSG00000117525,454,435-473
ENSG00000117528,1064,1023-1105
ENSG00000130311,1064,1023-1105
ENSG00000130312,1064,1023-1105
ENSG00000126091,645,615-676
ENSG00000117407,645,615-676
ENSG00000140451,645,615-676
ENSG00000173660,1488,1480-1496
ENSG00000233954,1488,1480-1496
ENSG00000117481,886,824-948
ENSG00000197587,645,615-676
ENSG00000116729,645,615-676
ENSG00000143033,987,952-1023
ENSG00000122484,987,952-1023
ENSG00000097046,1488,1480-1496
ENSG00000162669,645,615-676
ENSG00000137947,1488,1480-1496
ENSG00000065243,680,676-684
ENSG00000183291,886,824-948
ENSG00000168385,680,676-684
ENSG00000115694,1064,1023-1105
ENSG00000173744,645,615-676
ENSG00000069849,950,948-952
ENSG00000175066,1488,1480-1496
ENSG00000162368,>4290,>4290
ENSG00000100360,>4290,>4290
ENSG00000100321,987,952-1023
ENSG00000100324,>4290,>4290
ENSG00000128268,>4290,>4290
ENSG00000082196,3,0-7
ENSG00000273294,3,0-7
ENSG00000184471,382,352-413
ENSG00000187045,950,948-952
ENSG00000187051,950,948-952
ENSG00000128311,645,615-676
ENSG00000128272,680,676-684
ENSG00000100242,454,435-473
ENSG00000100311,645,615-676
ENSG00000100365,645,615-676
ENSG00000100362,544,473-615
ENSG00000128298,382,352-413
ENSG00000100246,382,352-413
ENSG00000184381,680,676-684
ENSG00000139364,382,352-413
ENSG00000006118,332,312-352
ENSG00000111229,332,312-352
ENSG00000211777,55,43-67
ENSG00000211780,36,29-43
ENSG00000211783,78,74-82
ENSG00000211786,382,352-413
ENSG00000211790,382,352-413
ENSG00000211789,55,43-67
ENSG00000211792,36,29-43
ENSG00000211794,55,43-67
ENSG00000211795,382,352-413
ENSG00000211802,55,43-67
ENSG00000196597,168,159-177
ENSG00000081386,168,159-177
ENSG00000231767,382,352-413
ENSG00000143947,8,7-9
ENSG00000081377,424,413-435
ENSG00000186197,424,413-435
ENSG00000159128,544,473-615
ENSG00000222018,544,473-615
ENSG00000277277,544,473-615
ENSG00000278961,78,74-82
ENSG00000243627,78,74-82
ENSG00000241399,78,74-82
ENSG00000153237,544,473-615
ENSG00000115170,987,952-1023
ENSG00000136541,332,312-352
ENSG00000171402,70,67-74
ENSG00000165023,1488,1480-1496
ENSG00000099957,424,413-435
ENSG00000161180,424,413-435
ENSG00000100027,886,824-948
ENSG00000169575,382,352-413
ENSG00000211638,382,352-413
ENSG00000273777,244,177-312
ENSG00000216588,244,177-312
ENSG00000213892,244,177-312
ENSG00000130208,244,177-312
ENSG00000267467,132,105-159
ENSG00000224916,132,105-159
ENSG00000010310,382,352-413
ENSG00000237452,382,352-413
ENSG00000104936,382,352-413
ENSG00000170608,382,352-413
ENSG00000176182,382,352-413
ENSG00000104967,382,352-413
ENSG00000188624,93,90-96
ENSG00000134697,>4290,>4290
ENSG00000183317,382,352-413
ENSG00000237136,382,352-413
ENSG00000278615,3,0-7
ENSG00000164164,1488,1480-1496
ENSG00000197465,86,82-90
ENSG00000170180,86,82-90
ENSG00000250361,86,82-90
ENSG00000153147,645,615-676
ENSG00000225698,70,67-74
ENSG00000211965,36,29-43
ENSG00000211943,70,67-74
ENSG00000277761,70,67-74
ENSG00000259490,70,67-74
ENSG00000189252,55,43-67
ENSG00000189326,36,29-43
ENSG00000163618,36,29-43
ENSG00000114405,36,29-43
ENSG00000189283,101,96-105
ENSG00000168306,1488,1480-1496
ENSG00000255154,1488,1480-1496
ENSG00000163687,987,952-1023
ENSG00000168374,544,473-615
ENSG00000180376,544,473-615
ENSG00000198039,70,67-74
ENSG00000186314,544,473-615
ENSG00000156475,>4290,>4290
ENSG00000088832,424,413-435
ENSG00000196209,454,435-473
ENSG00000125900,86,82-90
ENSG00000260861,168,159-177
ENSG00000101307,168,159-177
ENSG00000089012,168,159-177
ENSG00000286022,382,352-413
ENSG00000125780,382,352-413
ENSG00000166948,382,352-413
ENSG00000258713,78,74-82
ENSG00000198326,78,74-82
ENSG00000198171,78,74-82
ENSG00000088854,78,74-82
ENSG00000088827,382,352-413
ENSG00000125843,382,352-413
ENSG00000088888,382,352-413
ENSG00000101292,544,473-615
ENSG00000196944,168,159-177
ENSG00000182783,168,159-177
ENSG00000203661,168,159-177
ENSG00000247746,55,43-67
ENSG00000124107,244,177-312
ENSG00000124157,55,43-67
ENSG00000124233,55,43-67
ENSG00000124102,132,105-159
ENSG00000168703,55,43-67
ENSG00000175121,244,177-312
ENSG00000101109,424,413-435
ENSG00000205155,645,615-676
ENSG00000004776,454,435-473
ENSG00000126246,454,435-473
ENSG00000105290,454,435-473
ENSG00000149418,680,676-684
ENSG00000126259,810,797-824
ENSG00000161270,810,797-824
ENSG00000275395,36,29-43
ENSG00000167604,645,615-676
ENSG00000105854,645,615-676
ENSG00000005421,645,615-676
ENSG00000105852,645,615-676
ENSG00000159023,987,952-1023
ENSG00000204472,645,615-676
ENSG00000231852,645,615-676
ENSG00000168477,454,435-473
ENSG00000185753,454,435-473
ENSG00000165416,1488,1480-1496
ENSG00000120690,645,615-676
ENSG00000174032,544,473-615
ENSG00000115806,1488,1480-1496
ENSG00000144535,>4290,>4290
ENSG00000099246,645,615-676
ENSG00000019186,544,473-615
ENSG00000101363,544,473-615
ENSG00000198768,454,435-473
ENSG00000124209,544,473-615
ENSG00000186666,454,435-473
ENSG00000178449,454,435-473
ENSG00000066117,886,824-948
ENSG00000139610,454,435-473
ENSG00000135437,645,615-676
ENSG00000135441,1488,1480-1496
ENSG00000258311,3,0-7
ENSG00000171766,3,0-7
ENSG00000073417,950,948-952
ENSG00000186628,645,615-676
ENSG00000156232,680,676-684
ENSG00000103942,987,952-1023
ENSG00000235272,454,435-473
ENSG00000169612,454,435-473
ENSG00000064726,886,824-948
ENSG00000136404,680,676-684
ENSG00000169249,987,952-1023
ENSG00000044446,987,952-1023
ENSG00000086717,645,615-676
ENSG00000130234,645,615-676
ENSG00000087842,645,615-676
ENSG00000165197,544,473-615
ENSG00000126010,645,615-676
ENSG00000176142,645,615-676
ENSG00000150687,680,676-684
ENSG00000160282,987,952-1023
ENSG00000138395,544,473-615
ENSG00000165476,1292,1105-1480
ENSG00000188811,1292,1105-1480
ENSG00000165733,>4290,>4290
ENSG00000116984,>4290,>4290
ENSG00000133019,645,615-676
ENSG00000155816,987,952-1023
ENSG00000154143,544,473-615
ENSG00000165495,950,948-952
ENSG00000150433,950,948-952
ENSG00000184144,987,952-1023
ENSG00000120458,544,473-615
ENSG00000149557,886,824-948
ENSG00000083635,886,824-948
ENSG00000055044,>4290,>4290
ENSG00000138442,1714,1660-1768
ENSG00000163596,987,952-1023
ENSG00000138439,950,948-952
ENSG00000204217,987,952-1023
ENSG00000115271,1488,1480-1496
ENSG00000155368,1292,1105-1480
ENSG00000186132,1292,1105-1480
ENSG00000163064,810,797-824
ENSG00000125629,645,615-676
ENSG00000253797,8,7-9
ENSG00000156697,645,615-676
ENSG00000125633,645,615-676
ENSG00000160183,680,676-684
ENSG00000160199,950,948-952
ENSG00000160194,950,948-952
ENSG00000160193,950,948-952
ENSG00000160191,987,952-1023
ENSG00000160190,987,952-1023
ENSG00000123609,645,615-676
ENSG00000136143,1714,1660-1768
ENSG00000136146,1714,1660-1768
ENSG00000136156,645,615-676
ENSG00000197168,645,615-676
ENSG00000136167,1488,1480-1496
ENSG00000158435,1488,1480-1496
ENSG00000138443,645,615-676
ENSG00000155755,645,615-676
ENSG00000179630,680,676-684
ENSG00000281883,680,676-684
ENSG00000138448,987,952-1023
ENSG00000185621,987,952-1023
