,TF,Target,Mode,PMID,TF_age,Tg_age
128,AR,KLK3,Unknown,11059779;11238180;11532861;12376473;12539223;12648523;12651911;15368351;15543614;15557561;15640095;17011549;17075604;17094454;17426252;17433535;18780293;18829551;19274665;21308712;21981678;22245379;22473899;23884959;24307657;7514587;9052414;9211894,Vertebrata,Mammalia
129,AR,KLK4,Unknown,12539223,Vertebrata,Mammalia
130,AR,MED1,Unknown,17483314,Vertebrata,Eumetazoa
131,AR,MID1,Unknown,24913494,Vertebrata,Eukaryota
132,AR,MUC1,Repression,21308711,Vertebrata,Euk+Bac
133,AR,MYC,Unknown,24512546,Vertebrata,Eumetazoa
134,AR,NAT1,Activation,17210686,Vertebrata,Euk+Bac
135,AR,NDRG1,Unknown,17075604,Vertebrata,Eukaryota
136,AR,NFKB1,Repression,18386814,Vertebrata,Opisthokonta
137,AR,NKX3-1,Activation,16697957;17303007,Vertebrata,Vertebrata
138,AR,NKX3-1,Unknown,11238180,Vertebrata,Vertebrata
139,AR,NOV,Unknown,23318417,Vertebrata,
140,AR,NRAS,Repression,16281084,Vertebrata,Eukaryota
141,AR,PC,Activation,18497079,Vertebrata,Euk+Bac
142,AR,PSCA,Unknown,23330817,Vertebrata,Vertebrata
143,AR,PEBP1,Unknown,23095933,Vertebrata,Eukaryota
144,AR,PIGR,Unknown,11171058,Vertebrata,Vertebrata
145,AR,PIP,Unknown,21809344,Vertebrata,Mammalia
146,AR,PMEPA1,Unknown,17075604;18703514,Vertebrata,Vertebrata
147,AR,PNRC1,Unknown,10894149,Vertebrata,Vertebrata
148,AR,KLK3,Unknown,24937452,Vertebrata,Mammalia
149,AR,PTEN,Activation,23418309,Vertebrata,Eukaryota
150,AR,PTEN,Unknown,20729295;21532617,Vertebrata,Eukaryota
151,AR,PTGS2,Repression,18386814,Vertebrata,Eukaryota
152,AR,PTPN1,Unknown,22282656,Vertebrata,Eukaryota
153,AR,RELA,Repression,18386814,Vertebrata,Eumetazoa
154,AR,REST,Repression,24163104,Vertebrata,Vertebrata
155,AR,SEPT7,Repression,16281084,Vertebrata,
156,AR,SERPINB5,Repression,16304843,Vertebrata,Cellular_organisms
157,AR,SESN1,Unknown,16751804,Vertebrata,Eukaryota
158,AR,SRD5A3,Unknown,22194926,Vertebrata,Eukaryota
159,AR,STIM1,Unknown,21432868,Vertebrata,Opisthokonta
160,AR,TBP,Unknown,9238003,Vertebrata,Euk_Archaea
161,AR,TCF7L2,Unknown,12799378,Vertebrata,Eumetazoa
162,AR,TGFA,Activation,11556855,Vertebrata,Eumetazoa
163,AR,TH,Activation,16356647,Vertebrata,Eumetazoa
164,AR,TJP1,Activation,18535113,Vertebrata,Opisthokonta
165,AR,TMPRSS2,Activation,20308527;21761340,Vertebrata,Eumetazoa
166,AR,TMPRSS2,Unknown,23192983,Vertebrata,Eumetazoa
167,AR,TRPS1,Unknown,15613454,Vertebrata,Vertebrata
168,AR,TSC1,Repression,21036700,Vertebrata,Eumetazoa
169,AR,TSC2,Repression,21036700,Vertebrata,Eukaryota
170,AR,UCN,Repression,23801677,Vertebrata,Mammalia
171,AR,UGT2B15,Unknown,18302198,Vertebrata,Eumetazoa
172,AR,USP26,Unknown,20501646,Vertebrata,Mammalia
173,AR,VEGFA,Activation,16007189,Vertebrata,Vertebrata
174,AR,VEGFA,Unknown,23369005,Vertebrata,Vertebrata
175,AR,VIM,Repression,18535113,Vertebrata,Vertebrata
176,AR,WEE1,Repression,16281084,Vertebrata,Eukaryota
177,AR,WNT7B,Activation,21741601,Vertebrata,Eumetazoa
178,AR,XIAP,Repression,20589722,Vertebrata,Opisthokonta
179,ARID1A,CDKN1A,Unknown,21900401,Eumetazoa,Eumetazoa
180,ARID1A,IGH,Activation,18981111,Eumetazoa,
181,ARID1A,SMAD3,Unknown,21900401,Eumetazoa,Eumetazoa
182,ARID1B,IGH,Activation,18981111,Eumetazoa,
183,ARID3A,CDC6,Unknown,23659165,Eumetazoa,Eukaryota
184,ARID3A,CDK1,Unknown,23659165,Eumetazoa,Eukaryota
185,ARID3A,CR2,Unknown,19487031,Eumetazoa,Eumetazoa
186,ARID3A,E2F1,Unknown,23659165,Eumetazoa,Eukaryota
187,ARID3A,PML,Activation,22010578,Eumetazoa,Mammalia
188,ARID3A,RBL1,Unknown,23659165,Eumetazoa,Eukaryota
189,ARNT,AHR,Unknown,18540824,Eumetazoa,Eumetazoa
190,ARNT,BHLHE40,Unknown,12354771,Eumetazoa,Vertebrata
191,ARNT,BRCA1,Unknown,16567799,Eumetazoa,Eumetazoa
192,ARNT,CA9,Activation,22387692,Eumetazoa,Euk+Bac
193,ARNT,CCNE1,Repression,21544813,Eumetazoa,Eukaryota
194,ARNT,CDK2,Repression,21544813,Eumetazoa,Eukaryota
195,ARNT,CTSD,Unknown,9611253,Eumetazoa,Eukaryota
196,ARNT,CYP1A1,Activation,22387692,Eumetazoa,Euk+Bac
197,ARNT,CYP1A1,Unknown,12376470;19255421;19376845;8631128,Eumetazoa,Euk+Bac
198,ARNT,CYP1B1,Activation,16115918;19287966,Eumetazoa,Eukaryota
199,ARNT,CYP1B1,Unknown,12376470;19255421;19376845;21742528;24299737,Eumetazoa,Eukaryota
200,ARNT,EGLN2,Unknown,15178343,Eumetazoa,Euk+Bac
201,ARNT,EPO,Activation,8663540,Eumetazoa,Vertebrata
202,ARNT,ESR1,Unknown,17991765,Eumetazoa,Eumetazoa
203,ARNT,FOS,Repression,21544813,Eumetazoa,Eumetazoa
204,ARNT,GAD1,Unknown,18335162,Eumetazoa,Cellular_organisms
205,ARNT,HIF1A,Activation,14764593,Eumetazoa,Eumetazoa
206,ARNT,JUN,Repression,21544813,Eumetazoa,Eumetazoa
207,ARNT,MFSD2A,Unknown,21736709,Eumetazoa,Euk+Bac
208,ARNT,RELB,Unknown,17900530,Eumetazoa,Eumetazoa
209,ARNT,UGT1A6,Unknown,20854796,Eumetazoa,Euk+Bac
210,ARNT,VEGFA,Unknown,16774940;19020709,Eumetazoa,Vertebrata
211,ARNTL,BHLHE40,Activation,19032342,Eumetazoa,Vertebrata
212,ARNTL,CRY1,Activation,22750052,Eumetazoa,Euk+Bac
213,ARNTL,CRY1,Unknown,17660446,Eumetazoa,Euk+Bac
214,ARNTL,CRY2,Activation,22750052,Eumetazoa,Euk+Bac
215,ARNTL,CRY2,Unknown,17660446,Eumetazoa,Euk+Bac
216,ARNTL,PER1,Activation,17994337;22750052,Eumetazoa,Eumetazoa
217,ARNTL,PER1,Unknown,17660446;21479263,Eumetazoa,Eumetazoa
218,ARNTL,PER2,Activation,22750052,Eumetazoa,Eumetazoa
219,ARNTL,PER2,Unknown,17660446,Eumetazoa,Eumetazoa
220,ARNTL,PER3,Activation,22750052,Eumetazoa,Eumetazoa
221,ARNTL2,SERPINE1,Activation,22198637,Eumetazoa,Cellular_organisms
222,ARX,KDM5C,Unknown,23246292,Eumetazoa,Eukaryota
223,ARX,LMO1,Unknown,23771350,Eumetazoa,Eumetazoa
224,ARX,PAX4,Unknown,23771350,Eumetazoa,Mammalia
225,ARX,SHOX2,Unknown,23771350,Eumetazoa,Eumetazoa
226,ASCL1,CHRNA3,Unknown,20124469,Eumetazoa,Eumetazoa
227,ASCL1,CHRNA5,Unknown,20124469,Eumetazoa,Eumetazoa
228,ASCL1,CHRNB4,Unknown,20124469,Eumetazoa,Eumetazoa
229,ASCL1,DKK1,Repression,19744316,Eumetazoa,Eumetazoa
230,ASCL1,IGF2,Repression,20842449,Eumetazoa,Eumetazoa
231,ASCL1,PCSK6,Repression,11736660,Eumetazoa,Euk+Bac
232,ASCL1,TPH1,Repression,19744316,Eumetazoa,Euk+Bac
233,ASH1L,TGFB1,Unknown,22488473,Vertebrata,Eumetazoa
234,ASH1L,TIMP1,Unknown,22488473,Vertebrata,Eumetazoa
235,ASXL1,FABP4,Unknown,21047783,Eumetazoa,Eumetazoa
236,ATF1,BCL2,Unknown,10542244,Eumetazoa,Opisthokonta
237,ATF1,CCNA1,Repression,12044952,Eumetazoa,Eukaryota
238,ATF1,CFTR,Activation,10075672,Eumetazoa,Vertebrata
239,ATF1,CGA,Unknown,10341006,Eumetazoa,Vertebrata
240,ATF1,CYP11B1,Unknown,11014212;11196473,Eumetazoa,Cellular_organisms
241,ATF1,CYP11B2,Unknown,11196473,Eumetazoa,Euk+Bac
242,ATF1,ERBB2,Unknown,10698518,Eumetazoa,Opisthokonta
243,ATF1,FLT1,Unknown,7499271,Eumetazoa,Eumetazoa
244,ATF1,FTH1,Activation,17565989,Eumetazoa,Cellular_organisms
245,ATF1,FTH1,Repression,17565989,Eumetazoa,Cellular_organisms
246,ATF1,GABPA,Unknown,10585419,Eumetazoa,Eumetazoa
247,ATF1,IL10,Activation,10540320,Eumetazoa,Vertebrata
248,ATF1,LDHA,Unknown,9632793,Eumetazoa,Cellular_organisms
249,ATF1,MAP1LC3B,Activation,20514020,Eumetazoa,Mammalia
250,ATF1,MITF,Activation,12966428,Eumetazoa,Eumetazoa
251,ATF1,MITF,Unknown,20068147,Eumetazoa,Eumetazoa
252,ATF1,MUC2,Unknown,16227528,Eumetazoa,Eumetazoa
253,ATF1,NTS,Unknown,7791794,Eumetazoa,Vertebrata
254,ATF1,PCSK1,Activation,8999965,Eumetazoa,Eumetazoa
255,ATF1,PLAUR,Unknown,12369939,Eumetazoa,Mammalia
256,ATF1,SLC20A1,Activation,11722845,Eumetazoa,Cellular_organisms
257,ATF1,SLC22A8,Unknown,16809478,Eumetazoa,Euk+Bac
258,ATF1,TGFB2,Activation,11776974,Eumetazoa,Eumetazoa
259,ATF1,TH,Unknown,11108136,Eumetazoa,Eumetazoa
260,ATF1,TOP2A,Unknown,12104051,Eumetazoa,Eukaryota
261,ATF1,USP7,Unknown,7642633,Eumetazoa,Eukaryota
262,ATF2,APOC3,Activation,9760243,Opisthokonta,Mammalia
263,ATF2,ATF3,Activation,10979959;20581861;8576171,Opisthokonta,Eumetazoa
264,ATF2,CCND1,Activation,10464245;10915780,Opisthokonta,Eukaryota
265,ATF2,CDKN1A,Unknown,10506225,Opisthokonta,Eumetazoa
266,ATF2,CYP11B1,Unknown,11014212;11196473,Opisthokonta,Cellular_organisms
267,ATF2,CYP11B2,Unknown,11196473,Opisthokonta,Euk+Bac
268,ATF2,DUSP1,Unknown,17681939,Opisthokonta,Eukaryota
269,ATF2,DUSP10,Unknown,17681939,Opisthokonta,Eukaryota
270,ATF2,FAS,Unknown,19670268,Opisthokonta,Eumetazoa
271,ATF2,FASLG,Unknown,19670268;9710625,Opisthokonta,Vertebrata
272,ATF2,FN1,Unknown,10471826,Opisthokonta,Eukaryota
273,ATF2,KAT5,Repression,18397884,Opisthokonta,Eukaryota
274,ATF2,IFNB1,Activation,17496231,Opisthokonta,Vertebrata
275,ATF2,IFNB1,Unknown,10848607,Opisthokonta,Vertebrata
276,ATF2,IFNG,Activation,12836278;18641343;20006311;20304822,Opisthokonta,Vertebrata
277,ATF2,IMPDH2,Unknown,9278455,Opisthokonta,Cellular_organisms
278,ATF2,INS,Activation,21278380,Opisthokonta,Vertebrata
279,ATF2,INS,Unknown,10909971,Opisthokonta,Vertebrata
280,ATF2,ITGB8,Unknown,21878622,Opisthokonta,Vertebrata
281,ATF2,JUN,Activation,9502786,Opisthokonta,Eumetazoa
282,ATF2,MAP3K1,Unknown,9710625,Opisthokonta,Eumetazoa
283,ATF2,MMP2,Activation,17079470;17258390,Opisthokonta,Eumetazoa
284,ATF2,NOS3,Repression,16497991,Opisthokonta,Euk+Bac
285,ATF2,PCK1,Activation,12453892,Opisthokonta,Cellular_organisms
286,ATF2,PCK2,Unknown,11042264,Opisthokonta,Cellular_organisms
287,ATF2,PLAT,Activation,8647095,Opisthokonta,Eukaryota
288,ATF2,PLAU,Unknown,10454570,Opisthokonta,Eukaryota
289,ATF2,POLB,Activation,10518804,Opisthokonta,Cellular_organisms
290,ATF2,PTGS2,Unknown,11278336;12057991,Opisthokonta,Eukaryota
291,ATF2,RELA,Activation,21350211,Opisthokonta,Eumetazoa
292,ATF2,RETN,Activation,20360975,Opisthokonta,Eumetazoa
293,ATF2,ST3GAL5,Activation,21699754,Opisthokonta,Eukaryota
294,ATF2,TGFB2,Repression,1400310,Opisthokonta,Eumetazoa
295,ATF2,TNF,Activation,10688670;10748079;10913190;20068037,Opisthokonta,Vertebrata
296,ATF3,ADIPOR1,Repression,20696134,Eumetazoa,Euk+Bac
297,ATF3,ADIPOR2,Repression,20696134,Eumetazoa,Euk+Bac
298,ATF3,AK4,Unknown,23002211,Eumetazoa,Cellular_organisms
299,ATF3,ASNS,Activation,12881527,Eumetazoa,Cellular_organisms
300,ATF3,ASNS,Unknown,15385533,Eumetazoa,Cellular_organisms
301,ATF3,CCL5,Unknown,10760799,Eumetazoa,Vertebrata
302,ATF3,CD82,Unknown,21454613,Eumetazoa,Eumetazoa
303,ATF3,DDIT3,Activation,22753726,Eumetazoa,Vertebrata
304,ATF3,GDF15,Activation,15670751,Eumetazoa,Vertebrata
305,ATF3,ID1,Repression,20565867,Eumetazoa,Eumetazoa
306,ATF3,IFNG,Activation,20304822,Eumetazoa,Vertebrata
307,ATF3,PCLAF,Unknown,19219066,Eumetazoa,Eumetazoa
308,ATF3,LDLR,Repression,21294679,Eumetazoa,Eumetazoa
309,ATF3,MMP2,Repression,11792711;15102941,Eumetazoa,Eumetazoa
310,ATF3,PENK,Unknown,7935470,Eumetazoa,Vertebrata
311,ATF3,SELE,Repression,10964678,Eumetazoa,Opisthokonta
312,ATF3,TP53,Unknown,22991139,Eumetazoa,Opisthokonta
313,ATF4,APOE,Activation,22028770,Eumetazoa,Vertebrata
314,ATF4,ASNS,Activation,11960987;16164412;17276738,Eumetazoa,Cellular_organisms
315,ATF4,ASNS,Unknown,15385533;23403946,Eumetazoa,Cellular_organisms
316,ATF4,ATF3,Activation,16246168;21801305,Eumetazoa,Eumetazoa
317,ATF4,ATF3,Unknown,22819556,Eumetazoa,Eumetazoa
318,ATF4,ATG5,Activation,20038797,Eumetazoa,Eukaryota
319,ATF4,BGLAP,Unknown,21866569,Eumetazoa,Vertebrata
320,ATF4,CA9,Unknown,19564335,Eumetazoa,Euk+Bac
321,ATF4,CCL2,Unknown,16931790,Eumetazoa,Mammalia
322,ATF4,CEBPB,Activation,16026328,Eumetazoa,Vertebrata
323,ATF4,CHAC1,Activation,21737788,Eumetazoa,Euk+Bac
324,ATF4,CXCL8,Unknown,16931790,Eumetazoa,Vertebrata
325,ATF4,DDIT3,Activation,16246168;17276738;20020050;21044953;21966512,Eumetazoa,Vertebrata
326,ATF4,DDIT3,Unknown,17455323;22691366,Eumetazoa,Vertebrata
327,ATF4,DDIT4,Activation,19059405;19439225,Eumetazoa,Eumetazoa
328,ATF4,DDR2,Activation,20564243,Eumetazoa,Eumetazoa
329,ATF4,DISC1,Unknown,12812986,Eumetazoa,Vertebrata
330,ATF4,F7,Unknown,22848420,Eumetazoa,Eukaryota
331,ATF4,FGF19,Activation,23205607,Eumetazoa,Vertebrata
332,ATF4,FGF21,Activation,22233381,Eumetazoa,Vertebrata
333,ATF4,HRK,Activation,23090478,Eumetazoa,Mammalia
334,ATF4,HSPA5,Repression,16205636,Eumetazoa,Cellular_organisms
335,ATF4,IGFBP1,Activation,16687408,Eumetazoa,Vertebrata
336,ATF4,IL6,Unknown,16931790,Eumetazoa,Vertebrata
337,ATF4,IRF7,Repression,21148039,Eumetazoa,Vertebrata
338,ATF4,MAP1LC3B,Activation,20038797;20514020,Eumetazoa,Mammalia
339,ATF4,MCL1,Unknown,22128141,Eumetazoa,Vertebrata
340,ATF4,NDC80,Activation,17822787,Eumetazoa,Eukaryota
341,ATF4,NUPR1,Activation,19946894,Eumetazoa,Eumetazoa
342,ATF4,PLAU,Activation,18829529,Eumetazoa,Eukaryota
343,ATF4,PTGS2,Unknown,21244365,Eumetazoa,Eukaryota
344,ATF4,S100P,Unknown,19073601,Eumetazoa,Mammalia
345,ATF4,SIGMAR1,Activation,22079628,Eumetazoa,Eukaryota
346,ATF4,SIRT1,Activation,22363646,Eumetazoa,Cellular_organisms
347,ATF4,SIRT1,Repression,21801305,Eumetazoa,Cellular_organisms
348,ATF4,SIRT2,Repression,21801305,Eumetazoa,Eukaryota
349,ATF4,TNFRSF10B,Unknown,21044953,Eumetazoa,Vertebrata
350,ATF4,TRIB3,Activation,15775988,Eumetazoa,Mammalia
351,ATF4,TRIB3,Unknown,20592469;21220698,Eumetazoa,Mammalia
352,ATF4,VEGFA,Activation,15788408;18829529,Eumetazoa,Vertebrata
353,ATF4,VEGFA,Unknown,18451308;22915762;23908598,Eumetazoa,Vertebrata
354,ATF5,BCL2,Activation,21212266,Eumetazoa,Opisthokonta
355,ATF5,CCND3,Activation,16300731,Eumetazoa,Eukaryota
356,ATF5,CREB1,Activation,17140605,Eumetazoa,Eumetazoa
357,ATF5,CYP2B6,Activation,18332083,Eumetazoa,Eukaryota
358,ATF5,DISC1,Unknown,12812986,Eumetazoa,Vertebrata
359,ATF5,EGR1,Unknown,19531563,Eumetazoa,Opisthokonta
360,ATF5,ID1,Repression,18701499,Eumetazoa,Eumetazoa
361,ATF5,SH2D1A,Unknown,18832568,Eumetazoa,Vertebrata
362,ATF6,ATP2A2,Unknown,11595740,Eumetazoa,Eukaryota
363,ATF6,BGLAP,Unknown,22102412,Eumetazoa,Vertebrata
364,ATF6,DDIT3,Unknown,17455323,Eumetazoa,Vertebrata
365,ATF6,DNAJC3,Activation,12601012,Eumetazoa,Eukaryota
366,ATF6,HSPA5,Unknown,12713871,Eumetazoa,Cellular_organisms
367,ATF6,MAFA,Repression,18450959,Eumetazoa,Eumetazoa
368,ATF6,NR0B2,Activation,18450959,Eumetazoa,Eumetazoa
369,ATF6,NUCB1,Activation,17686766,Eumetazoa,Opisthokonta
370,ATF6,PDX1,Repression,18450959,Eumetazoa,Eumetazoa
371,ATF6,RTN3,Activation,17191123,Eumetazoa,Mammalia
372,ATF6,SRF,Unknown,9271374,Eumetazoa,Eukaryota
373,ATF6,STARD4,Activation,16579971,Eumetazoa,Eukaryota
374,ATF6,WBP1,Activation,21841196,Eumetazoa,Eumetazoa
375,ATF6,XBP1,Unknown,20003459;24269637,Eumetazoa,Eumetazoa
376,ATF7,ERBB2,Unknown,10698518,Opisthokonta,Opisthokonta
377,ATF7,TAF12,Activation,15735663,Opisthokonta,Eukaryota
378,ATM,APLF,Unknown,18077224,Eukaryota,Eumetazoa
379,ATM,BAX,Activation,16214353,Eukaryota,Eumetazoa
380,ATM,BCL2,Repression,16214353,Eukaryota,Opisthokonta
381,ATM,CDKN1A,Unknown,12420214,Eukaryota,Eumetazoa
