,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Mammalia,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A2A4L9,0.0,0.0,0.0,0.33333333333299997,0.0,0.5,0.166666666667,0.0,Eumetazoa,6,1,1.0114042647100001,4.47619047619,-1.29090909091,False
A2A4M0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,Eukaryota,5,1,1.05492016799,6.0,,False
A2A4M2,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,Mammalia,8,1,1.0397207708399998,8.61111111111,3.575,False
A2A4M7,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.7,Mammalia,10,1,0.8018185525429999,7.41818181818,3.11333333333,False
A2A4Q0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,1,-0.0,0.0,,False
A2A4U6,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,Opisthokonta,4,8,0.562335144619,6.75757575758,6.64444444444,False
A2A4X6,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,0.0,0.0,Eukaryota,3,5,0.636514168295,2.96428571429,2.39583333333,False
A2A517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,5,-0.0,4.22727272727,2.55555555556,False
A2A559,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
A2A588,0.0,0.0,0.0,0.0909090909091,0.0,0.272727272727,0.0909090909091,0.545454545455,Mammalia,11,1,1.12095039267,6.84848484848,3.26666666667,False
A2A590,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,Mammalia,5,4,1.05492016799,6.33333333333,0.555555555556,False
A2A591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,12,0,-0.0,0.30303030303,0.06666666666669999,False
A2A5E6,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Vertebrata,8,4,0.562335144619,2.5303030303,1.4,False
A2A5F7,0.0,0.0,0.0,0.375,0.125,0.375,0.125,0.0,Eumetazoa,8,4,1.25548232518,4.59090909091,0.288888888889,False
A2A5H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,11,1,-0.0,1.5,0.0,False
A2A5I3,0.0,0.0,0.0909090909091,0.181818181818,0.0909090909091,0.0909090909091,0.45454545454499995,0.0909090909091,Vertebrata,11,1,1.54030582523,5.9696969697,5.93333333333,False
A2A5N8,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,Eumetazoa,8,5,0.37677016125600005,2.05128205128,1.53968253968,False
A2A5R2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,5,-0.0,2.13636363636,0.311111111111,False
A2A5R6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,6,2,-0.0,1.42857142857,0.9435897435899999,False
A2A5X3,0.0,0.0,0.0,0.33333333333299997,0.0,0.222222222222,0.111111111111,0.33333333333299997,Mammalia,9,1,1.3107836781,7.73333333333,-0.14285714285700002,False
A2A5X5,0.0,0.0,0.0,0.363636363636,0.0,0.181818181818,0.0909090909091,0.363636363636,Mammalia,11,1,1.26365443188,6.72727272727,-0.622222222222,False
A2A5X6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,3,1,-0.0,3.5,0.0,False
A2A5Y4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.282051282051,0.00793650793651,False
A2A5Y6,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.166666666667,0.166666666667,Eumetazoa,12,1,0.8675632284810001,3.15384615385,1.5753968254,False
A2A5Z6,0.0,0.0,0.0,0.714285714286,0.0,0.14285714285700002,0.14285714285700002,0.0,Eukaryota,7,5,0.7963116401739999,4.10606060606,4.53333333333,False
A2A654,0.0,0.0,0.0,0.307692307692,0.153846153846,0.46153846153800004,0.0769230769231,0.0,Eumetazoa,13,0,1.2047933096899999,3.17948717949,0.17857142857099997,False
A2A690,0.0,0.0,0.153846153846,0.38461538461499994,0.0769230769231,0.153846153846,0.23076923076900002,0.0,Eukaryota,13,0,1.47913280743,4.87179487179,0.32936507936500004,False
A2A699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,13,0,-0.0,0.0,0.0,False
A2A6A1,0.0,0.0,0.0,0.307692307692,0.0769230769231,0.153846153846,0.46153846153800004,0.0,Vertebrata,13,0,1.2047933096899999,4.05128205128,0.45634920634900006,False
A2A6C4,0.0,0.0,0.0,0.7272727272730001,0.0,0.0,0.0,0.272727272727,Eukaryota,11,2,0.585952618304,6.30769230769,8.30952380952,False
A2A6H3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,11,0,-0.0,0.0,0.0,False
A2A6M5,0.0,0.0,0.0,0.0909090909091,0.0,0.272727272727,0.363636363636,0.272727272727,Vertebrata,11,1,1.29454516584,5.37878787879,2.71111111111,False
A2A6Q5,0.25,0.0,0.625,0.0,0.125,0.0,0.0,0.0,Euk+Bac,8,5,0.900256051269,2.07692307692,0.19444444444400003,False
A2A6T1,0.0,0.0,0.0,0.08333333333330001,0.0,0.583333333333,0.33333333333299997,0.0,Eumetazoa,12,1,0.887694275799,3.12820512821,1.78571428571,False
A2A761,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Eumetazoa,4,8,0.562335144619,5.66666666667,5.13333333333,False
A2A791,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Eumetazoa,12,1,0.562335144619,1.15384615385,0.75,False
A2A799,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,4,-0.0,2.26666666667,-0.5714285714289999,False
A2A7A2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,2,6,-0.0,7.64285714286,4.41666666667,False
A2A7A5,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,Eumetazoa,3,2,0.636514168295,2.8,,False
A2A7A7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,7,6,-0.0,3.46153846154,1.63095238095,True
A2A7B5,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.33333333333299997,0.08333333333330001,Eumetazoa,12,1,0.887694275799,2.33333333333,-0.309523809524,False
A2A7F4,0.0,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Vertebrata,13,0,0.666278442415,1.02564102564,0.150793650794,False
A2A7F6,0.272727272727,0.0,0.272727272727,0.181818181818,0.181818181818,0.0909090909091,0.0,0.0,Cellular_organisms,11,2,1.5465986860499998,3.23076923077,1.71825396825,True
A2A7F7,0.166666666667,0.0,0.33333333333299997,0.416666666667,0.0,0.08333333333330001,0.0,0.0,Eukaryota,12,1,1.2366848691399999,2.23076923077,0.119047619048,False
A2A7K5,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,0.0,0.0,Eukaryota,11,0,0.304636097349,0.909090909091,0.694444444444,False
A2A7P7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,10,-0.0,3.09090909091,4.2,False
A2A7Q5,0.0,0.0,0.0,0.0,0.0,0.555555555556,0.444444444444,0.0,Eumetazoa,9,4,0.6869615765970001,2.66666666667,2.16666666667,False
A2A7Q9,0.0,0.0,0.0,0.363636363636,0.181818181818,0.181818181818,0.272727272727,0.0,Eukaryota,11,2,1.34211317891,4.15384615385,3.0714285714300003,False
A2A7S7,0.33333333333299997,0.416666666667,0.0,0.08333333333330001,0.166666666667,0.0,0.0,0.0,Euk_Archaea,12,1,1.2366848691399999,1.89743589744,0.428571428571,False
A2A7S8,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,Vertebrata,10,1,0.325082973391,2.69090909091,-0.273333333333,False
A2A7V7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,Vertebrata,5,5,0.500402423538,2.8,2.0357142857099997,False
A2A7W0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,4,2,-0.0,3.0,7.8,False
A2A7W1,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571430001,0.14285714285700002,Vertebrata,7,1,0.410116318288,0.928571428571,1.0,False
A2A7Y5,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.153846153846,0.153846153846,Eumetazoa,13,0,0.8305178252869999,3.12820512821,0.7539682539679999,False
A2A7Z6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,10,-0.0,5.35897435897,2.62698412698,False
A2A7Z8,0.5714285714289999,0.0,0.28571428571400004,0.14285714285700002,0.0,0.0,0.0,0.0,Cellular_organisms,7,5,0.955699891113,7.0303030303,2.5,True
A2A825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,11,2,-0.0,1.41025641026,0.0396825396825,False
A2A841,0.0,0.0,0.0,0.0,0.5,0.33333333333299997,0.166666666667,0.0,Opisthokonta,6,7,1.0114042647100001,2.12820512821,1.7341269841299998,False
A2A863,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.416666666667,0.0,Eumetazoa,12,1,0.6791932659919999,2.48717948718,1.9880952381,False
A2A870,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,Eumetazoa,10,1,1.02965301406,2.36363636364,0.153333333333,False
A2A884,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.636363636364,0.0909090909091,Vertebrata,11,2,0.859967281036,3.28205128205,-0.198412698413,False
A2A891,0.0,0.0,0.0,0.25,0.08333333333330001,0.25,0.416666666667,0.0,Vertebrata,12,1,1.26500137527,3.97435897436,-0.253968253968,False
A2A8C4,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Mammalia,6,1,0.636514168295,5.42857142857,-1.0666666666700002,False
A2A8L1,0.28571428571400004,0.0,0.0,0.714285714286,0.0,0.0,0.0,0.0,Eukaryota,7,6,0.598269588585,5.17948717949,4.66666666667,False
A2A8L5,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,0.0,Eukaryota,3,9,0.636514168295,3.48484848485,1.13333333333,False
A2A8N0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,Mammalia,4,2,0.562335144619,5.8,0.6,False
A2A8N2,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Eumetazoa,6,3,0.636514168295,5.77777777778,2.1111111111099996,False
A2A8Q4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,4,3,0.6931471805600001,2.7619047619,1.0272727272700002,False
A2A8R7,0.0,0.0,0.0,0.615384615385,0.0,0.0769230769231,0.307692307692,0.0,Eukaryota,13,0,0.8587409130060001,4.28205128205,2.6388888888900004,False
A2A8U2,0.0,0.0,0.0,0.272727272727,0.0,0.363636363636,0.363636363636,0.0,Eumetazoa,11,0,1.09005965871,3.27272727273,1.16,False
A2A8Z1,0.0,0.0,0.0,0.272727272727,0.272727272727,0.45454545454499995,0.0,0.0,Eumetazoa,11,1,1.0670895187799998,2.78787878788,-0.14444444444399998,False
A2A933,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,0.0,Opisthokonta,3,10,0.636514168295,2.41025641026,0.0396825396825,False
A2A974,0.33333333333299997,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,Euk+Bac,3,7,0.636514168295,7.73333333333,7.714285714289999,False
A2A987,0.0,0.0,0.0,0.625,0.125,0.0,0.25,0.0,Eukaryota,8,5,0.900256051269,4.61538461538,2.0714285714300003,False
A2A992,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,Mammalia,10,0,0.610864302055,0.933333333333,0.6,False
A2A995,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,Vertebrata,10,0,1.02965301406,3.86666666667,0.28571428571400004,False
A2A9A2,0.0,0.0,0.0,0.0,0.0,0.75,0.166666666667,0.08333333333330001,Eumetazoa,12,1,0.7214636866930001,3.05128205128,1.1785714285700002,False
A2A9B9,0.0,0.0,0.0,0.363636363636,0.0,0.545454545455,0.0909090909091,0.0,Eumetazoa,11,2,0.9164648855390001,3.48717948718,1.1626984127,False
A2A9C3,0.0,0.0,0.0,0.38461538461499994,0.0,0.615384615385,0.0,0.0,Eumetazoa,13,0,0.666278442415,2.61538461538,-0.25,False
A2A9D4,0.0,0.0,0.0,0.0,0.0,0.08333333333330001,0.916666666667,0.0,Vertebrata,12,1,0.286835983056,0.615384615385,-0.0436507936508,False
A2A9F4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,9,0,-0.0,0.0,0.0,False
A2A9G7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,1,9,-0.0,1.37777777778,0.14,False
A2A9H6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,Mammalia,10,1,0.500402423538,3.34545454545,0.266666666667,False
A2A9I7,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.08333333333330001,0.5,Mammalia,12,1,0.918427784993,5.23076923077,-0.551587301587,False
A2A9J5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,1,6,-0.0,5.80952380952,-1.9272727272699999,False
A2A9K7,0.0,0.0,0.0,0.0,0.416666666667,0.25,0.33333333333299997,0.0,Opisthokonta,12,1,1.07755632707,2.89743589744,-0.138888888889,False
A2A9L3,0.0,0.08333333333330001,0.0,0.0,0.0,0.5,0.416666666667,0.0,Eumetazoa,12,1,0.918427784993,3.4358974359,1.42857142857,False
A2A9L4,0.0,0.0,0.0,0.375,0.0,0.0,0.625,0.0,Vertebrata,8,4,0.661563238158,5.10606060606,3.4333333333300002,False
A2A9T0,0.0,0.0,0.428571428571,0.0,0.0,0.0,0.5714285714289999,0.0,Vertebrata,7,6,0.6829081047,4.51282051282,-0.492063492063,False
A2A9V9,0.0,0.0,0.0,0.444444444444,0.0,0.111111111111,0.222222222222,0.222222222222,Eukaryota,9,4,1.27302833659,6.23076923077,3.9880952381,False
A2AA28,0.0,0.0,0.0,0.7272727272730001,0.0,0.272727272727,0.0,0.0,Eukaryota,11,0,0.585952618304,1.81818181818,0.766666666667,False
A2AA35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,11,1,-0.0,0.484848484848,0.4,False
A2AAE1,0.0,0.0,0.0,0.23076923076900002,0.23076923076900002,0.538461538462,0.0,0.0,Eumetazoa,13,0,1.01009975935,2.20512820513,0.380952380952,False
A2AAJ9,0.0,0.0,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,Eumetazoa,9,3,0.34883209584299996,2.56060606061,-0.011111111111099999,False
A2AAX3,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,Eukaryota,5,8,0.950270539233,4.41025641026,2.51587301587,False
A2AAY5,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,Opisthokonta,4,9,0.562335144619,2.76923076923,2.0992063492099997,False
A2AB59,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Vertebrata,4,9,0.6931471805600001,5.17948717949,2.0873015873,False
A2ABG4,0.0,0.0,0.0,0.777777777778,0.0,0.111111111111,0.111111111111,0.0,Eukaryota,9,4,0.6837389058490001,3.35897435897,1.02777777778,False
A2ABU4,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,Eumetazoa,4,9,0.562335144619,4.0,0.0,False
A2ABV5,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,Eukaryota,12,1,0.562335144619,1.53846153846,-0.031746031746,False
A2AC19,0.0,0.0,0.0,0.45454545454499995,0.363636363636,0.0,0.181818181818,0.0,Eukaryota,11,1,1.03619878482,3.39393939394,0.111111111111,False
A2AC93,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.271189373042,0.461538461538,-0.07142857142860001,False
A2ACP1,0.0,0.0,0.0,0.46153846153800004,0.23076923076900002,0.0,0.307692307692,0.0,Eukaryota,13,0,1.0579054247,4.28205128205,4.03174603175,False
A2ACT7,0.0,0.0,0.5,0.0,0.125,0.125,0.25,0.0,Euk+Bac,8,5,1.21300756598,5.48717948718,-0.33333333333299997,False
A2ACV6,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.583333333333,0.0,Vertebrata,12,1,0.6791932659919999,2.28205128205,0.31746031746,False
A2ACY7,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,Mammalia,10,1,0.9433483923289999,4.25454545455,2.10052910053,False
A2ACY8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,4,5,-0.0,2.5,1.16883116883,False
A2ADA5,0.38461538461499994,0.0769230769231,0.38461538461499994,0.153846153846,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,1.22028216627,0.948717948718,-0.14682539682499998,True
A2ADB2,0.0,0.0,0.0,0.0,0.0,0.0,0.923076923077,0.0769230769231,Vertebrata,13,0,0.271189373042,0.615384615385,0.111111111111,False
A2ADF7,0.0,0.0,0.0,0.666666666667,0.166666666667,0.0,0.166666666667,0.0,Eukaryota,12,1,0.8675632284810001,3.23076923077,1.35714285714,False
A2ADH1,0.0,0.0,0.0,0.416666666667,0.416666666667,0.0,0.166666666667,0.0,Opisthokonta,12,1,1.02818385933,3.33333333333,1.34126984127,False
A2ADM8,0.0,0.0,0.0,0.08333333333330001,0.0,0.166666666667,0.0,0.75,Mammalia,12,1,0.7214636866930001,4.48717948718,-0.0238095238095,False
A2ADY9,0.0,0.0,0.0,0.692307692308,0.0769230769231,0.0769230769231,0.153846153846,0.0,Eukaryota,13,0,0.937155853066,3.4358974359,2.04761904762,False
A2ADZ8,0.0,0.0,0.0,0.0,0.0,0.23076923076900002,0.38461538461499994,0.38461538461499994,Mammalia,13,0,1.07339428128,2.94871794872,1.09126984127,False
A2AE27,0.0,0.0,0.0,0.75,0.08333333333330001,0.166666666667,0.0,0.0,Eukaryota,12,1,0.7214636866930001,2.0,0.980158730159,False
A2AE38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,11,-0.0,1.76923076923,0.39682539682499995,False
A2AE42,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Eukaryota,4,9,0.6931471805600001,3.69230769231,1.2341269841299998,False
A2AED3,0.0,0.0,0.0,0.0,0.0769230769231,0.153846153846,0.769230769231,0.0,Vertebrata,13,0,0.6870920273800001,1.48717948718,-0.230158730159,False
A2AEG2,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,Eukaryota,8,3,0.37677016125600005,2.87272727273,-0.013333333333299998,False
