,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Dikarya,Ascomycota,Saccharomyceta,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
P06245,0.08333333333330001,0.0,0.166666666667,0.583333333333,0.08333333333330001,0.08333333333330001,0.0,0.0,Eukaryota,12,1,1.23426786608,2.10256410256,-0.170634920635,False
P06367,0.6,0.1,0.0,0.2,0.0,0.1,0.0,0.0,Cellular_organisms,10,1,1.08889997535,1.78181818182,0.662698412698,False
P06633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,-0.0,0.0,0.0,False
P06634,0.166666666667,0.0,0.08333333333330001,0.75,0.0,0.0,0.0,0.0,Eukaryota,12,0,0.7214636866930001,0.984848484848,-0.08940092165899999,False
P06700,0.33333333333299997,0.0,0.33333333333299997,0.111111111111,0.222222222222,0.0,0.0,0.0,Euk+Bac,9,0,1.3107836781,2.16666666667,0.545454545455,False
P06701,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,Eukaryota,4,1,0.562335144619,1.0,,False
P06704,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,0.717948717949,0.0436507936508,False
P06738,0.33333333333299997,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,0.636514168295,0.0,0.0,False
P06773,0.666666666667,0.0,0.166666666667,0.0,0.0,0.08333333333330001,0.0,0.08333333333330001,Cellular_organisms,12,0,0.983087758575,2.31818181818,-0.00829493087558,False
P06774,0.0,0.0,0.0,0.777777777778,0.222222222222,0.0,0.0,0.0,Eukaryota,9,1,0.529706199058,0.822222222222,0.380952380952,False
P06775,0.33333333333299997,0.0,0.555555555556,0.0,0.0,0.0,0.111111111111,0.0,Euk+Bac,9,1,0.9368883075390001,2.17777777778,0.0238095238095,True
P06776,0.0,0.0,0.0769230769231,0.615384615385,0.0769230769231,0.0,0.0,0.23076923076900002,Eukaryota,13,0,1.03176711135,3.41025641026,0.40079365079400003,False
