,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Mammalia,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A0M8Q6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,8,1,-0.0,2.27777777778,-0.45454545454499995,False
A0MZ66,0.0,0.0,0.0,0.166666666667,0.0,0.75,0.08333333333330001,0.0,Eumetazoa,12,1,0.7214636866930001,2.84615384615,0.5912698412699999,False
A0PG75,0.0,0.0,0.0,0.33333333333299997,0.0,0.33333333333299997,0.0,0.33333333333299997,Mammalia,9,4,1.09861228867,5.38461538462,5.20238095238,False
A0PJE2,0.0769230769231,0.0769230769231,0.153846153846,0.692307692308,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.937155853066,1.35897435897,0.769841269841,True
A0PJK1,0.428571428571,0.0,0.5714285714289999,0.0,0.0,0.0,0.0,0.0,Euk+Bac,7,5,0.6829081047,6.15151515152,1.37777777778,True
A0PJW6,0.0,0.0,0.0,0.0,0.23076923076900002,0.769230769231,0.0,0.0,Eumetazoa,13,0,0.5402041423889999,0.384615384615,-0.05952380952380001,False
A0PJW8,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Eumetazoa,4,9,0.562335144619,2.05128205128,0.14682539682499998,False
A0PJX0,0.0,0.0,0.0,0.5714285714289999,0.0,0.14285714285700002,0.0,0.28571428571400004,Eukaryota,7,6,0.955699891113,5.89743589744,2.8015873015900006,False
A0PJX2,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,Eukaryota,10,3,0.6390318596500001,2.51282051282,1.15873015873,False
A0PJX4,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,Vertebrata,10,3,0.610864302055,0.769230769231,0.190476190476,False
A0PJX8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,11,0,-0.0,0.0,0.0,False
A0PJY2,0.0,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,Eumetazoa,6,7,0.45056120886600004,2.79487179487,0.650793650794,False
A0PJZ3,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,Opisthokonta,5,8,1.05492016799,3.07692307692,1.5873015872999998,False
A0PK00,0.0,0.0,0.0,0.7272727272730001,0.0,0.0909090909091,0.181818181818,0.0,Eukaryota,11,2,0.7595473914749999,3.66666666667,3.61111111111,False
A0PK05,0.0,0.0,0.0,0.0,0.0,0.636363636364,0.363636363636,0.0,Eumetazoa,11,0,0.655481773901,2.4,0.293333333333,False
A0PK11,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,10,3,0.6931471805600001,1.87179487179,0.07142857142860001,False
A0ZSE6,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0909090909091,0.7272727272730001,Mammalia,11,1,0.7595473914749999,6.93939393939,0.8666666666670001,False
A1A4F0,0.0,0.0,0.0,0.428571428571,0.5714285714289999,0.0,0.0,0.0,Opisthokonta,7,0,0.6829081047,1.71428571429,-0.40909090909100004,False
A1A4G5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,10,0,-0.0,0.0,0.0,False
A1A4S6,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Vertebrata,4,9,0.562335144619,3.66666666667,2.9404761904799996,False
A1A4T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,3,0,-0.0,0.0,0.0,False
A1A4V9,0.0,0.0,0.0,0.7272727272730001,0.0,0.272727272727,0.0,0.0,Eukaryota,11,0,0.585952618304,3.05454545455,-0.04666666666669999,False
A1A4Y4,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.125,Eumetazoa,8,2,0.900256051269,3.42222222222,1.4166666666699999,False
A1A519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.888888888889,0.16,False
A1A580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
A1A5B4,0.0,0.0,0.0,0.625,0.0,0.0,0.375,0.0,Eukaryota,8,5,0.661563238158,4.66666666667,2.26984126984,False
A1A5C7,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Eukaryota,4,9,0.6931471805600001,3.76923076923,1.11904761905,False
A1A5D9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,6,7,-0.0,4.07692307692,0.607142857143,False
A1E959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,12,0,-0.0,0.0,0.0,False
A1IGU5,0.0,0.0,0.0,0.0909090909091,0.45454545454499995,0.181818181818,0.272727272727,0.0,Opisthokonta,11,2,1.2406842919499999,3.23076923077,1.9246031746,False
A1KXE4,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.909090909091,0.0,Vertebrata,11,1,0.304636097349,1.27272727273,0.133333333333,False
A1KZ92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,5,6,-0.0,8.18181818182,8.54666666667,False
A1L020,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.636363636364,0.0,Vertebrata,11,2,0.655481773901,1.94871794872,0.678571428571,False
A1L0T0,0.307692307692,0.0769230769231,0.615384615385,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.8587409130060001,0.153846153846,-0.0238095238095,True
A1L157,0.0,0.0,0.0,0.111111111111,0.0,0.777777777778,0.111111111111,0.0,Eumetazoa,9,4,0.6837389058490001,3.25641025641,1.61111111111,False
A1L162,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Eumetazoa,10,1,0.6730116670090001,4.47272727273,-0.013333333333299998,False
A1L167,0.0,0.0,0.0,0.545454545455,0.45454545454499995,0.0,0.0,0.0,Eukaryota,11,2,0.689009238477,2.0,-0.206349206349,False
A1L168,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,Mammalia,10,1,0.325082973391,3.63636363636,1.68,False
A1L170,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,Mammalia,10,1,0.500402423538,2.43636363636,0.506666666667,False
A1L188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.0,0.0,False
A1L190,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545455,0.45454545454499995,Vertebrata,11,0,0.689009238477,3.27272727273,-0.16,False
A1L390,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,Opisthokonta,5,8,0.950270539233,3.51282051282,1.7261904761900002,False
A1L3X0,0.0,0.0,0.0,0.5,0.08333333333330001,0.25,0.166666666667,0.0,Eukaryota,12,0,1.1988493129100002,4.10606060606,2.45555555556,False
A1L3X4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,Vertebrata,5,3,0.6730116670090001,4.21428571429,2.12307692308,False
A1L429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,1,4,-0.0,1.2,0.5,False
A1L443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,7,1,-0.0,1.89285714286,3.39583333333,False
A1L453,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Eumetazoa,4,8,0.562335144619,5.80303030303,5.2,False
A1L4H1,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.5,Mammalia,10,2,0.9433483923289999,6.34848484848,1.92222222222,False
A1L4K1,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.8181818181820001,0.0,Vertebrata,11,1,0.474139313058,2.09090909091,0.533333333333,False
A1L4L8,0.0,0.0,0.0,0.4,0.0,0.1,0.4,0.1,Vertebrata,10,3,1.1935496041,5.48717948718,3.38095238095,False
A1X283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,5,8,-0.0,2.84615384615,1.9841269841299998,False
A1XBS5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,12,1,-0.0,1.12820512821,0.289682539683,False
A1YPR0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,Eumetazoa,5,8,0.500402423538,3.4358974359,0.8095238095239999,False
A1Z1Q3,0.888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,Cellular_organisms,9,4,0.34883209584299996,7.25641025641,5.376984126980001,True
A2A288,0.0,0.0,0.0,0.0909090909091,0.0,0.636363636364,0.0,0.272727272727,Eumetazoa,11,2,0.859967281036,4.87179487179,4.81746031746,False
A2A2V5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,Vertebrata,10,0,0.325082973391,0.6,0.0,False
A2A2Y4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,2,11,-0.0,2.20512820513,2.03174603175,False
A2A2Z9,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.5,Mammalia,8,1,1.3862943611200003,8.72222222222,5.55555555556,False
A2A368,0.0,0.0,0.0,0.444444444444,0.0,0.222222222222,0.0,0.33333333333299997,Eukaryota,9,4,1.06085694716,6.92307692308,5.01587301587,False
A2A3K4,0.153846153846,0.0,0.0,0.307692307692,0.153846153846,0.153846153846,0.23076923076900002,0.0,Eukaryota,13,0,1.56495725024,4.89743589744,-0.603174603175,False
A2A3L6,0.666666666667,0.0,0.33333333333299997,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,3,10,0.636514168295,4.07692307692,0.452380952381,False
A2A3N6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,7,-0.0,4.87272727273,8.34666666667,False
A2AB90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,6,1,-0.0,1.14285714286,4.0,False
A2ABS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,6,5,-0.0,1.09090909091,0.68,False
A2ADX3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,4,1,-0.0,0.0,,False
A2AJT9,0.0,0.0,0.0,0.0,0.0,0.125,0.75,0.125,Vertebrata,8,5,0.7356219397589999,1.41025641026,0.40079365079400003,False
A2BFH1,0.0,0.0,0.75,0.125,0.0,0.125,0.0,0.0,Euk+Bac,8,1,0.7356219397589999,5.22222222222,11.441558441600002,True
A2BGT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,5,0,-0.0,1.6,0.25,False
A2CJ06,0.0,0.0,0.0,0.0909090909091,0.181818181818,0.272727272727,0.272727272727,0.181818181818,Eumetazoa,11,2,1.5465986860499998,4.61538461538,0.936507936508,False
A2IDD5,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,Eumetazoa,6,7,0.636514168295,2.33333333333,0.980158730159,False
A2PYH4,0.111111111111,0.444444444444,0.111111111111,0.33333333333299997,0.0,0.0,0.0,0.0,Euk_Archaea,9,3,1.21488965395,3.86363636364,0.17777777777800002,False
A2RRD8,0.0,0.0,0.0,0.14285714285700002,0.0,0.0,0.0,0.8571428571430001,Mammalia,7,5,0.410116318288,6.93939393939,5.26666666667,False
A2RRH5,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,Euk+Bac,5,8,0.500402423538,2.61538461538,0.988095238095,True
A2RRL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.0,0.0,False
A2RRP1,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.271189373042,0.923076923077,0.166666666667,False
A2RTX5,0.636363636364,0.0,0.0909090909091,0.0909090909091,0.0,0.0,0.181818181818,0.0,Cellular_organisms,11,2,1.0335620542100001,4.87179487179,2.96031746032,False
A2RTY3,0.0,0.0,0.0,0.0,0.0,0.7272727272730001,0.0,0.272727272727,Eumetazoa,11,0,0.585952618304,4.14545454545,-0.24666666666700002,False
A2RU14,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,Eumetazoa,13,0,0.61724176973,0.461538461538,-0.07142857142860001,False
A2RU30,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.33333333333299997,0.5,Mammalia,12,1,1.0114042647100001,3.79487179487,0.392857142857,False
A2RU37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,8,1,-0.0,2.0,0.5625,False
A2RU48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,10,0,-0.0,0.0,0.0,False
A2RU49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,2,11,-0.0,2.97435897436,-0.305555555556,False
A2RU54,0.0,0.0,0.0,0.33333333333299997,0.0,0.222222222222,0.444444444444,0.0,Vertebrata,9,4,1.06085694716,3.66666666667,1.4960317460299999,False
A2RU67,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,Eumetazoa,13,0,0.5402041423889999,1.61538461538,-0.14682539682499998,False
A2RUB1,0.0,0.0,0.0,0.0,0.0,0.636363636364,0.363636363636,0.0,Eumetazoa,11,0,0.655481773901,2.87272727273,-0.233333333333,False
A2RUB6,0.0,0.0,0.0,0.0,0.0,0.7272727272730001,0.272727272727,0.0,Eumetazoa,11,2,0.585952618304,3.66666666667,0.0515873015873,False
A2RUC4,0.0,0.0,0.33333333333299997,0.555555555556,0.0,0.111111111111,0.0,0.0,Eukaryota,9,4,0.9368883075390001,2.53846153846,1.20634920635,False
A2RUG3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,3,0,-0.0,0.0,,False
A2RUH7,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Eumetazoa,6,6,0.636514168295,5.45454545455,3.03333333333,False
A2RUQ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
A2RUR9,0.0,0.0,0.0,0.125,0.0,0.25,0.125,0.5,Mammalia,8,1,1.21300756598,7.94444444444,1.14285714286,False
A2RUS2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,9,-0.0,2.35897435897,-0.0555555555556,False
A2RUT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.0,0.0,False
A2RUU4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,Mammalia,6,6,0.6931471805600001,4.01515151515,1.8,False
A2VCK2,0.0,0.0,0.0,0.14285714285700002,0.14285714285700002,0.428571428571,0.0,0.28571428571400004,Eumetazoa,7,6,1.2770342594700002,4.92307692308,4.03571428571,False
A2VCL2,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.5,Mammalia,10,1,0.9433483923289999,6.18181818182,3.0466666666699997,False
A2VDF0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,-0.0,0.0,0.0,True
A2VDJ0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,Vertebrata,10,3,0.950270539233,2.92307692308,0.68253968254,False
A2VEC9,0.0,0.0,0.0,0.0,0.0,0.909090909091,0.0909090909091,0.0,Eumetazoa,11,1,0.304636097349,1.89393939394,-0.133333333333,False
A3KFT3,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.28571428571400004,0.5714285714289999,Mammalia,7,5,0.955699891113,4.36363636364,4.33333333333,False
A3KMH1,0.0,0.0,0.307692307692,0.615384615385,0.0,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.8587409130060001,1.84615384615,0.33333333333299997,True
A3KN83,0.0,0.0,0.38461538461499994,0.307692307692,0.0,0.307692307692,0.0,0.0,Euk+Bac,13,0,1.0928305535299998,3.84615384615,0.17857142857099997,True
A3QJZ6,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,Mammalia,8,1,0.562335144619,4.94444444444,0.0,False
A3QJZ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,1,0,-0.0,None,,False
A4D0S4,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0,Vertebrata,5,7,1.05492016799,4.43939393939,2.33333333333,False
A4D0T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
A4D0T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,2,1,-0.0,6.66666666667,10.0,False
A4D0V7,0.0,0.0,0.0,0.0,0.0,0.615384615385,0.38461538461499994,0.0,Eumetazoa,13,0,0.666278442415,2.97435897436,-0.460317460317,False
A4D104,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.8181818181820001,0.0909090909091,Vertebrata,11,0,0.60016607316,1.27272727273,0.206666666667,False
A4D126,0.307692307692,0.0,0.46153846153800004,0.0769230769231,0.0,0.0,0.153846153846,0.0,Euk+Bac,13,0,1.2047933096899999,3.41025641026,0.865079365079,True
A4D161,0.0,0.0,0.0,0.23076923076900002,0.0,0.769230769231,0.0,0.0,Eumetazoa,13,0,0.5402041423889999,1.92307692308,-0.297619047619,False
A4D193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,3,0,-0.0,0.0,0.0,False
A4D1B5,0.0,0.0,0.0,0.0,0.0,0.909090909091,0.0909090909091,0.0,Eumetazoa,11,2,0.304636097349,1.58974358974,0.5277777777780001,False
A4D1E1,0.0,0.0,0.0,0.153846153846,0.153846153846,0.0769230769231,0.615384615385,0.0,Vertebrata,13,0,1.07201696856,4.12820512821,0.34126984127,False
A4D1E9,0.0,0.0,0.307692307692,0.38461538461499994,0.23076923076900002,0.0769230769231,0.0,0.0,Eukaryota,13,0,1.2658567518700001,2.92307692308,0.734126984127,False
A4D1F6,0.1,0.0,0.2,0.6,0.0,0.1,0.0,0.0,Eukaryota,10,2,1.08889997535,4.48484848485,1.13333333333,True
A4D1N5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
A4D1P6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.615384615385,-0.0952380952381,False
A4D1S0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,10,-0.0,3.69696969697,0.3,False
A4D1S5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,Eumetazoa,4,9,0.6931471805600001,4.28205128205,2.1746031746,False
A4D1T9,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,Eumetazoa,4,8,1.0397207708399998,5.59090909091,3.46666666667,False
A4D1U4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,11,0,-0.0,0.181818181818,0.04,False
A4D1Z2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
A4D1Z8,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,Vertebrata,10,2,0.500402423538,2.39393939394,0.6,False
A4D211,0.0,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.0,0.33333333333299997,Mammalia,3,1,1.09861228867,6.16666666667,,False
A4D226,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Mammalia,9,2,0.636514168295,4.69090909091,5.44666666667,False
A4D256,0.125,0.0,0.0,0.75,0.0,0.0,0.125,0.0,Eukaryota,8,3,0.7356219397589999,5.67272727273,7.35978835979,False
A4D263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,11,0,-0.0,0.0,0.0,False
A4D2B0,0.307692307692,0.23076923076900002,0.0,0.0,0.0,0.38461538461499994,0.0769230769231,0.0,Eumetazoa,13,0,1.2658567518700001,4.5641025641,-0.293650793651,False
A4D2B8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,Mammalia,5,6,0.6730116670090001,10.1454545455,5.84,False
A4D2G3,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.14285714285700002,0.714285714286,Mammalia,7,5,0.7963116401739999,2.28787878788,0.711111111111,False
A4D2P6,0.0,0.0,0.0,0.33333333333299997,0.08333333333330001,0.583333333333,0.0,0.0,Eumetazoa,12,0,0.887694275799,3.28787878788,0.34444444444399996,False
A4FU01,0.0,0.0,0.0,0.166666666667,0.08333333333330001,0.08333333333330001,0.666666666667,0.0,Vertebrata,12,1,0.983087758575,3.84615384615,2.1904761904799996,False
A4FU28,0.0,0.14285714285700002,0.0,0.14285714285700002,0.0,0.28571428571400004,0.14285714285700002,0.28571428571400004,Mammalia,7,4,1.54982604588,5.74545454545,0.37301587301600003,False
A4FU49,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.33333333333299997,Eukaryota,3,10,0.636514168295,6.64102564103,0.777777777778,False
A4FU69,0.0,0.0,0.0,0.0,0.25,0.666666666667,0.0,0.08333333333330001,Eumetazoa,12,1,0.8239592165009999,2.58974358974,0.166666666667,False
A4GXA9,0.0,0.0,0.0,0.0,0.166666666667,0.33333333333299997,0.416666666667,0.08333333333330001,Vertebrata,12,1,1.2366848691399999,4.53846153846,1.0,False
A4IF30,0.0,0.0,0.0,0.38461538461499994,0.307692307692,0.0769230769231,0.23076923076900002,0.0,Eukaryota,13,0,1.2658567518700001,3.58974358974,2.28174603175,False
A4QMS7,0.0,0.0,0.0,0.0,0.0,0.909090909091,0.0909090909091,0.0,Eumetazoa,11,0,0.304636097349,1.45454545455,0.32,False
A4QPB2,0.0,0.0,0.0,0.111111111111,0.222222222222,0.444444444444,0.0,0.222222222222,Eumetazoa,9,3,1.27302833659,6.66666666667,0.48888888888899995,False
A4QPH2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,6,5,-0.0,3.38181818182,1.58,False
A4UGR9,0.0,0.0,0.0,0.08333333333330001,0.0,0.0,0.916666666667,0.0,Vertebrata,12,1,0.286835983056,2.66666666667,0.0,False
A5A3E0,0.0,0.0,0.0,0.5,0.166666666667,0.33333333333299997,0.0,0.0,Eukaryota,6,1,1.0114042647100001,3.71428571429,,False
A5D6W6,0.0,0.0,0.0,0.0,0.444444444444,0.111111111111,0.444444444444,0.0,Opisthokonta,9,4,0.9649629230069999,2.97435897436,2.22222222222,False
A5D8T8,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.5,0.166666666667,Vertebrata,6,1,1.2424533248899998,7.42857142857,2.61818181818,False
A5D8V6,0.0,0.0,0.0,0.33333333333299997,0.111111111111,0.111111111111,0.444444444444,0.0,Vertebrata,9,4,1.21488965395,4.25641025641,1.5595238095200001,False
A5D8V7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,6,-0.0,1.15384615385,-0.17857142857099997,False
A5D8W1,0.0,0.0,0.0,0.0,0.363636363636,0.363636363636,0.181818181818,0.0909090909091,Opisthokonta,11,2,1.26365443188,4.35897435897,-0.0555555555556,False
A5D8X1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,1,3,-0.0,4.16666666667,-1.0,False
A5LHX3,0.3,0.0,0.1,0.2,0.0,0.0,0.4,0.0,Vertebrata,10,3,1.2798542258299999,6.28205128205,1.03968253968,False
